Species	Bacteriocin	Count
Synechococcus_sp._CBW1002	Bacteriocin_IIc,ggmotif	2
Brucella_ceti_TE28753-12	Bacteriocin_IIc	1
Burkholderia_thailandensis_E254	Bacteriocin_IIc,ggmotif	2
Brevibacterium_sp._PAMC21349	ggmotif,L_biotic_typeA	2
Streptococcus_pneumoniae_AP200	Bacteriocin_IIc,ComC,Lactococcin_972	3
Erysipelotrichaceae_bacterium_GAM147	Lactococcin	1
Synechococcus_sp._KORDI-52	Bacteriocin_IId	1
Streptobacillus_moniliformis_DSM_12112	Bacteriocin_IIc	1
Enterobacter_cloacae_complex_'Hoffmann_cluster_IV'_strain_DSM_16690	Bacteriocin_IIc	1
Rhodococcus_biphenylivorans_strain_B403	Linocin_M18,MA-LAC481,Mersacidin	3
Mycolicibacterium_sarraceniae_strain_JCM_30395	Linocin_M18	1
Curtobacterium_sp._24E2	Lactococcin_972	1
Cutibacterium_acnes_DSM_1897	Lactococcin_972	1
Bacillus_coagulans_strain_ASRS217	Bacteriocin_IId,Lactococcin	2
Serratia_liquefaciens_ATCC_27592	Bacteriocin_IIc	1
Cyclobacteriaceae_bacterium_strain_SSA6	Bacteriocin_IIc	1
Pseudomonas_sp._NP-1	Bacteriocin_IIc,L_biotic_typeA,LE-DUF	3
Thermococcus_sp._IRI35c	LE-DUF	1
Paenibacillus_beijingensis_strain_DSM_24997	Linocin_M18	1
Acetobacter_pasteurianus_IFO_3283-26	Bacteriocin_IIc,ggmotif,Linocin_M18,Mersacidin	4
Propionibacterium_acnes_hdn-1	Lactococcin_972	1
Cyanobacterium_stanieri_PCC_7202	Bacteriocin_IIc,bacteriocinII,MA-2PEPA	3
Leptothrix_cholodnii_SP-6	Lactococcin_972	1
Corynebacterium_atypicum_strain_R2070	Bacteriocin_IId	1
Halovivax_ruber_XH-70	Bacteriocin_IIc	1
Aeromonas_hydrophila_J-1	Bacteriocin_IIc,Bacteriocin_IId,MA-2PEPA	3
Lactobacillus_salivarius_JCM1046	Bacteriocin_IIc,ComC	2
Bacillus_sp._MD-5_strain_MD-5	Bacteriocin_IIc,Lactococcin_972	2
Candidatus_Campbellbacteria_bacterium_strain_EsbW_18-Q3-R4-48_MAXAC.283_fly_man	L_biotic_typeA	1
Streptococcus_gallolyticus_subsp._gallolyticus_strain_NCTC8133	Bacteriocin_IIc,ComC	2
Bordetella_genomosp._13_strain_AU7206	Bacteriocin_IIc,Bacteriocin_IId	2
Bacillus_amyloliquefaciens_subsp._plantarum_AS43.3	Bacteriocin_IId	1
Shewanella_sp._FJAT-53532	Bacteriocin_IIc	1
Sphaerochaeta_pleomorpha_str._Grapes	Linocin_M18	1
Shewanella_aestuarii_strain_PN3F2	Antimicrobial17	1
Brucella_sp._2002734562	Bacteriocin_IIc	1
Lactobacillus_salivarius_UCC118	Bacteriocin_IIc,ComC	2
Lactococcus_lactis_subsp._lactis_bv._diacetylactis_strain_FM03	Bacteriocin_IIc,Lactococcin	2
Pseudoalteromonas_sp._3J6_strain_Pseudoalteromonas_sp._3J6_genome	Bacteriocin_IIc,ComC	2
Flavobacteriales_bacterium_strain_Fred_18-Q3-R57-64_BAT3C.208	Bacteriocin_IId	1
Alteromonas_sp._76-1	ggmotif	1
Brevundimonas_sp._M20	Bacteriocin_IIc	1
Yersinia_pestis_biovar_Microtus_str._91001	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Vibrio_alginolyticus_FJV2	Bacteriocin_IIc,ggmotif	2
Bacteroides_stercoris_BFG-121	LE-DUF	1
Nocardioides_mesophilus_strain_KACC_16243	Bacteriocin_IId	1
Hydrogenobaculum_sp._SN	Linocin_M18	1
Azospirillum_sp._TSH58	Bacteriocin_IIc	1
Cytobacillus_oceanisediminis_N497-ZHONG	Bacteriocin_IIc,L_biotic_typeA,LE-DUF,Linocin_M18	4
Sulfurimonas_sp._1-1N	Antimicrobial18	1
Salmonella_bongori_serovar_66:z41:-_str._SA19983605_strain_SA19983605	Bacteriocin_IIc,Bacteriocin_II	2
Sedimentibacter_sp._zth1	ComC,ggmotif,L_biotic_typeA	3
Stackebrandtia_nassauensis_DSM_44728	Bacteriocin_IIc,Lactococcin_972	2
Alteromonas_macleodii_str._'English_Channel_615'	Bacteriocin_IIc,Bacteriocin_IId	2
Sulfolobus_sp._A20	Linocin_M18	1
Paracoccus_sp._BM15	Bacteriocin_IIc,Bacteriocin_II	2
Micromonospora_chokoriensis_strain_DSM_45160	LE-LAC481	1
Labrenzia_aggregata_strain_RMAR6-6	Bacteriocin_IIc,ComC	2
Corynebacterium_ureicelerivorans_strain_IMMIB_RIV-2301	MA-2PEPA	1
Vibrio_sp._THAF190c	Bacteriocin_IIc	1
Microvirga_sp._HR1	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Ferroglobus_placidus_DSM_10642	Linocin_M18	1
Paenarthrobacter_sp._YJN-D	Bacteriocin_IIc	1
Bacillus_amyloliquefaciens_UMAF6639	Bacteriocin_IId,Lactococcin_972,MA-2PEPA,Mersacidin	4
Moraxella_cuniculi_strain_NCTC10297	ggmotif	1
Mycobacterium_tuberculosis_PanR0409	Gallidermin,Linocin_M18	2
Bacteroides_dorei_CL03T12C01	Antimicrobial17,Bacteriocin_IIc,ggmotif	3
Mycoplasma_mycoides_subsp._mycoides_izsam_mm5713	ComC	1
Bacillus_cereus_G9842	Bacteriocin_IId	1
Acinetobacter_baumannii_TCDC-AB0715	Bacteriocin_II,Bacteriocin_IIc	2
Archangium_violaceum_strain_SDU34	Bacteriocin_IIi,ggmotif,Linocin_M18	3
Nostoc_sphaeroides_CCNUC1	ComC,ggmotif,LE-DUF	3
Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18	Bacteriocin_IIc	1
Streptomyces_inhibens_NRRL30439	ggmotif,Linocin_M18	2
Coxiella_burnetii_RSA_331	Bacteriocin_IIc	1
Pantoea_jilinensis_strain_D25	Bacteriocin_IIc	1
Gordonia_sp._PDNC005	Linocin_M18	1
Polynucleobacter_sp._AP-Melu-1000-A1	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20121970	Bacteriocin_IIc	1
Pseudonocardia_dioxanivorans_CB1190	Bacteriocin_IIc,Linocin_M18	2
Streptomyces_sp._Tue_6075	Linocin_M18	1
Pannonibacter_phragmitetus_BB	ggmotif	1
Providencia_sp._1709051003	Bacteriocin_IIc,bacteriocinII	2
Streptomyces_sp._HF10	leaderLanBC	1
Mammaliicoccus_vitulinus_strain_Ani_LG-101	Lactococcin_972	1
Salarchaeum_sp._JOR-1	Bacteriocin_IIc	1
Clostridium_aceticum_strain_DSM_1496	Bacteriocin_IIc,LE-LAC481	2
Yersinia_pseudotuberculosis_IP_32953	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Burkholderia_sp._RPE64	Bacteriocin_IId,Linocin_M18	2
Thermosphaera_aggregans_strain_3507	Linocin_M18	1
Streptococcus_suis_6407	Bacteriocin_IIc,ComC,Lactococcin_972	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120229	Bacteriocin_IIc	1
Pseudoalteromonas_atlantica_strain_ECSMB14104	Bacteriocin_IIc,ComC	2
Bacillus_anthracis_str._SVA11	Bacteriocin_IId,Bacteriocin_IIi	2
Sulfolobus_islandicus_M.16.27	Bacteriocin_IIc,Linocin_M18	2
Rhodococcus_sp._MTM3W5.2_strain_MTM3W5.2	ComC,Linocin_M18	2
Synechococcus_sp._PROS-U-1	Bacteriocin_IId	1
Cupriavidus_sp._USMAHM13	Lactococcin_972,Linocin_M18	2
Variovorax_sp._PDNC026	Antimicrobial17,ggmotif	2
Aster_yellows_witches'-broom_phytoplasma_AYWB	LE-LAC481	1
Sinorhizobium_fredii_NGR234	Bacteriocin_IIc	1
Staphylococcus_aureus_subsp._aureus_USA300_FPR3757	Gallidermin	1
Brucella_sp._2280	Bacteriocin_IIc	1
Escherichia_coli_O145:H28_str._RM13516	Bacteriocin_IIc	1
Kocuria_flava_strain_HO-9041	Bacteriocin_IIc,Bacteriocin_IId,Bacteriocin_IIi,Linocin_M18	4
Streptococcus_mutans_B04Sm5	Bacteriocin_IIc,ComC,L_biotic_typeA	3
Granulicella_sp._WH15	Linocin_M18	1
Pseudorhodobacter_sp._S12M18	Bacteriocin_IId	1
Eubacterium_limosum_KIST612	L_biotic_typeA,Linocin_M18	2
Mesorhizobium_loti_strain_582	Bacteriocin_IIc	1
Phytohabitans_suffuscus_strain_NBRC_105367	Linocin_M18	1
Streptomyces_alboflavus_strain_MDJK44	Bacteriocin_IIc,bacteriocinII,ggmotif,Linocin_M18	4
Candidatus_Liberibacter_africanus_PTSAPSY	Bacteriocin_IIc	1
Nostoc_sp._UHCC_0702	Bacteriocin_IIc,bacteriocinII,ggmotif,Lactococcin,L_biotic_typeA,MA-LAC481	6
Pantoea_sp._SM3640	Bacteriocin_IIc,ggmotif	2
Flavobacterium_sp._AJ004	Antimicrobial14,Bacteriocin_IIc	2
Shewanella_algae_strain_150735	Bacteriocin_IIc,ggmotif	2
Actinomadura_sp._WMMA1423	Bacteriocin_IIc,L_biotic_typeA	2
Paracoccus_contaminans_strain_RKI_16-01929T=LMG_29738T=CCM_8701T=CIP_111112T	Bacteriocin_IIc	1
Pedobacter_sp._SW-16	Bacteriocin_IIc,Bacteriocin_IIi	2
Leclercia_sp._J807	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Aerococcus_urinae_strain_CCUG36881	LE-LanBC	1
Mycolicibacter_hiberniae_strain_JCM_13571	Linocin_M18	1
Candidatus_Altiarchaeales_archaeon_IMC4_strain_IMC4_SM1	L_biotic_typeA	1
Actinomyces_naeslundii_strain_ATCC_27039	Linocin_M18	1
Enterobacter_cloacae_subsp._cloacae_12961-yvys	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Thompson_str._RM6836	Bacteriocin_IIc	1
Bacillus_sp._PDNC022	Bacteriocin_IIc,Bacteriocin_IId	2
Burkholderia_sp._DHOD12	MA-EPI	1
Listeria_monocytogenes_serotype_4b_str._02-1792_strain_02-1792	ComC,Lactococcin_972	2
Anaplasma_phagocytophilum_str._ApNP	Lactococcin	1
Streptomyces_globisporus_strain_TFH56	Linocin_M18,Mersacidin	2
Helicobacter_typhlonius_strain_1	Bacteriocin_IIc	1
Fusobacterium_gastrosuis_Fusobacterium_gastrosuis_sp._nov._CDW1,_P6_Po	LE-DUF	1
Hymenobacter_sp._sh-6	Bacteriocin_IIc	1
Lysobacter_sp._SJ-36	ggmotif	1
Novosphingobium_ginsenosidimutans_strain_FW-6	Bacteriocin_IIc	1
Pyrobaculum_calidifontis_JCM_11548	Linocin_M18	1
Cobetia_amphilecti_N-80	Bacteriocin_IId	1
Edwardsiella_tarda_FL6-60	Bacteriocin_IIc	1
Escherichia_coli_VR50	Bacteriocin_IIc	1
Niabella_sp._I65	Antimicrobial18,Bacteriocin_IIc,Bacteriocin_IId,Bacteriocin_IIi,LE-DUF,MA-2PEPA	6
Streptococcus_pneumoniae_670-6B	Bacteriocin_IIc,ComC,Lactococcin_972	3
Neisseria_musculi_strain_NW831	Bacteriocin_IIc,ggmotif	2
Escherichia_coli_O182:H21_strain_D181	Bacteriocin_IIc	1
Bosea_sp._ANAM02	Bacteriocin_IIc	1
Acinetobacter_sp._WY4	Bacteriocin_IIc	1
Aquimarina_sp._BL5	bacteriocinII,Bacteriocin_IIc,ComC	3
Alicyclobacillus_ferrooxydans_strain_ALEF1	Bacteriocin_IIc	1
Weissella_hellenica_MBEL1842	Antimicrobial14,Bacteriocin_IIc	2
Lactobacillus_helveticus_CNRZ32	Bacteriocin_II	1
Serratia_sp._3ACOL1	Bacteriocin_IIc,ggmotif,L_biotic_typeA	3
Microvirgula_aerodenitrificans_strain_BE2.4	Bacteriocin_IIc,ggmotif	2
Escherichia_coli_O15:H12_strain_2273-PO3	Bacteriocin_IIc	1
Aeromonas_rivuli_20-VB00005	Antimicrobial14,Bacteriocin_IIc,MA-2PEPA	3
Deinococcus_ficus_strain_CC-FR2-10	Antimicrobial14,Bacteriocin_IIc	2
Burkholderia_pseudomallei_MSHR5858	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Methylobacterium_zatmanii_strain_PSBB041	Bacteriocin_IIc	1
Bacillus_mycoides_ATCC_6462	Bacteriocin_IIc,Bacteriocin_IId,ComC,Gallidermin	4
Ochrobactrum_pituitosum_strain_AA2	Antimicrobial14	1
Nocardioides_sp._LMS-CY	Bacteriocin_IId,L_biotic_typeA	2
Bacillus_amyloliquefaciens_subsp._plantarum_NAU-B3	Bacteriocin_IId	1
Paracoccus_sp._2251	Bacteriocin_IIc,Linocin_M18	2
Anaeromyxobacter_sp._K	Linocin_M18	1
Escherichia_coli_B_strain_C2566	Bacteriocin_IIc	1
Salmonella_enterica_subsp._diarizonae_serovar_b,50:-:-_strain_XXB1403	Bacteriocin_IIc	1
Halomonas_denitrificans_strain_DP1N28-12	Bacteriocin_IIc	1
Aeromonas_sp._FDAARGOS_1414_strain_Not_applicable	Bacteriocin_IIc,MA-2PEPA	2
Escherichia_coli_O157:H16_Santai	Bacteriocin_IIc	1
Pantoea_vagans_C9-1	Bacteriocin_IIc,ggmotif	2
Nocardia_cyriacigeorgica_strain_3012STDY6756504	Bacteriocin_IIc,Linocin_M18	2
Shigella_boydii_CDC_3083-94	Bacteriocin_IIc	1
Bacillus_sp._Y-01	Bacteriocin_IIc	1
Escherichia_coli_O39:H21_strain_Res13-Lact-PEB08-01	Bacteriocin_IIc,ggmotif	2
Candidatus_Forterrea_multitransposorum_CG_2015-17_Forterrea_25_41	Bacteriocin_IId	1
Salmonella_enterica_subsp._enterica_serovar_Poona_strain_NCTC4840	Bacteriocin_IIc	1
Staphylococcus_pseudintermedius_HKU10-03	Bacteriocin_IIi,ggmotif	2
Dyella_jiangningensis_strain_SBZ_3-12	Linocin_M18	1
Streptomyces_lividans_1326	ggmotif,lasso,Mersacidin	3
Bacteroides_ovatus_V975	Bacteriocin_IIi	1
Yersinia_pestis_Pestoides_F	Bacteriocin_IIc,ggmotif	2
Leuconostoc_gelidum_JB7	Bacteriocin_IIc,ComC,Lactococcin	3
Chitinophaga_sp._1303	Antimicrobial14,Bacteriocin_IId	2
Mycobacterium_cookii_strain_JCM_12404	Linocin_M18	1
Streptomyces_sp._jing01	ggmotif	1
Dokdonia_sp._MED134	Bacteriocin_IId	1
Brucella_microti_CCM_4915	Bacteriocin_IIc	1
Fusobacterium_nucleatum_subsp._animalis_4_8	ComC	1
Staphylococcus_aureus_CA-347	Lactococcin_972	1
Blautia_sp._YL58	Gallidermin,Lactococcin_972	2
Halovarius_luteus_IBRC-M_10912	Bacteriocin_IIc	1
Komagataeibacter_rhaeticus_strain_ENS_9a1a	Linocin_M18	1
Beutenbergia_cavernae_DSM_12333	Bacteriocin_IIc	1
Listeria_monocytogenes_serotype_1/2a_str._08-6056_strain_08-6056	ComC	1
Nonomuraea_sp._WYY166	Bacteriocin_IIc	1
Clostridium]_ultunense_Esp_strain_Clostridium_ultunense_strain_Esp	Linocin_M18	1
Escherichia_sp._TC-EC600-tetX4	Bacteriocin_IIc,LE-DUF	2
Escherichia_coli_O158:H23_strain_OLC-1685	Bacteriocin_IIc,LE-DUF	2
Algoriphagus_sp._Y33	Bacteriocin_II	1
Brevilactibacter_sp._MC1595	Lactococcin_972,Linocin_M18	2
Weissella_sp._26KH-42	Bacteriocin_IIc,L_biotic_typeA,Linocin_M18	3
Escherichia_coli_042	Antimicrobial17,Bacteriocin_IIc	2
Brucella_melitensis_ATCC_23457	Bacteriocin_IIc	1
Pseudomonas_sp._Eqa60	Bacteriocin_IId,LE-DUF,Linocin_M18	3
Paenibacillus_sp._Y412MC10	Bacteriocin_IId	1
Thermoanaerobacter_brockii_subsp._finnii_Ako-1	Bacteriocin_IIc	1
Salinisphaera_sp._LB1	Bacteriocin_IId	1
Synechococcus_sp._ROS8604	Bacteriocin_IIc	1
Kluyvera_intermedia_strain_CAV1151	Bacteriocin_IIc	1
Geobacillus_sp._12AMOR1	Linocin_M18	1
Thiovulum_sp._07-Movile_MetG_Ill	Bacteriocin_IId	1
Candidatus_Nitrosocosmicus_sp._G61	bacteriocinII	1
Mycobacterium_tuberculosis_EAI5	Gallidermin,Linocin_M18	2
Acinetobacter_guillouiae_PgBE136	Bacteriocin_II	1
Clostridium_saccharobutylicum_strain_BAS/B3/SW/136	Antimicrobial18,Bacteriocin_IIc,Bacteriocin_II,ComC	4
Comamonas_testosteroni_CNB-2	Bacteriocin_IIc	1
Clostridium_difficile_CF5	LE-MER+2PEP	1
Altererythrobacter_namhicola_strain_JCM_16345	Bacteriocin_IIc	1
Escherichia_coli_str._'clone_D_i14'	Bacteriocin_IIc	1
Streptomyces_malaysiensis_strain_DSM_4137	LE-LAC481	1
Dickeya_zeae_EC1	Bacteriocin_IId	1
Xanthomonas_translucens_pv._phlei_LMG_730	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Fluviicola_taffensis_DSM_16823	LE-LanBC	1
Micromonospora_zamorensis_strain_DSM_45600	LE-LAC481	1
Caldicellulosiruptor_sp._Wai35.B1	Bacteriocin_IId	1
Rhodospirillum_rubrum_F11	Linocin_M18	1
Acetobacter_pasteurianus_strain_Ab3	Bacteriocin_IIc,ggmotif,L_biotic_typeA,Linocin_M18,Mersacidin	5
Pelotomaculum_thermopropionicum_SI	Bacteriocin_IIc,Bacteriocin_II,ggmotif	3
Myxococcus_macrosporus_DSM_14697	Linocin_M18	1
Methanosarcina_thermophila_strain_MT-1	Linocin_M18	1
Pseudomonas_amygdali_pv._lachrymans_strain_8	ggmotif	1
Actinobacillus_succinogenes_130Z	Bacteriocin_IIc,Lactococcin_972	2
Prauserella_marina_strain_DSM_45268	Bacteriocin_IIc	1
Synechococcus_sp._CBW1006	Bacteriocin_IIc,ggmotif	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA19970510	Bacteriocin_IIc	1
Staphylococcus_simulans_strain_FDAARGOS_124	Lactococcin_972	1
Xanthomonas_citri_pv._glycines_str._12-2_strain_12-2	ggmotif	1
Gramella_sp._MAR_2010_102	Bacteriocin_IIc	1
Dinoroseobacter_shibae_DFL_12	Bacteriocin_IIc	1
Halorussus_sp._RC-68	Bacteriocin_IIc	1
Vibrio_parahaemolyticus_O1:Kuk_str._FDA_R31	Bacteriocin_IIc	1
Bacillus_sp._PAMC28748	Lactococcin_972,MA-2PEPA,Mersacidin	3
Shigella_flexneri_7b_strain_94-3007	Bacteriocin_IIc,ggmotif	2
Psychrobacter_sp._DAB_AL43B_strain_DAB_AL43B	Bacteriocin_IIc	1
Pseudobacter_ginsenosidimutans_strain_Gsoil_221	Bacteriocin_IIc,Bacteriocin_IId,Lactococcin	3
Leucobacter_sp._CX169	Lactococcin	1
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._UK-1	Bacteriocin_IIc	1
Citrobacter_sp._RHBSTW-00986	Bacteriocin_IIc,ggmotif	2
Haloterrigena_jeotgali_strain_A29	Linocin_M18	1
Alicycliphilus_denitrificans_K601	Bacteriocin_IIc,Lactococcin_972	2
Sandaracinus_amylolyticus_MSr10575	Bacteriocin_IId,Linocin_M18	2
Yersinia_pestis_Pestoides_G	Bacteriocin_IIc,ggmotif	2
Thalassotalea_sp._PS06	Bacteriocin_IIc,ggmotif	2
Enterobacter_hormaechei_subsp._steigerwaltii_14269-yvys	Bacteriocin_IIc	1
Lentibacillus_amyloliquefaciens_strain_LAM0015	MA-2PEPA,Mersacidin	2
Mycobacterium_africanum_strain_25	Gallidermin,Linocin_M18	2
Bacillus_amyloliquefaciens_subsp._plantarum_NJN6	Bacteriocin_IId,MA-2PEPA,Mersacidin	3
Burkholderia_cepacia_GG4	Bacteriocin_IIc,ggmotif	2
Acidovorax_sp._YS12	Bacteriocin_IIc,Linocin_M18	2
Rhodococcus_sp._S2-17	Linocin_M18	1
Halomonas_sp._A40-4	LE-LAC481	1
Weissella_confusa_strain_LM1	Antimicrobial18	1
Polycladomyces_abyssicola_strain_JIR-001	LE-DUF	1
Campylobacter_sp._CFSAN093226	Linocin_M18	1
Agrococcus_sp._Marseille-Q4369	Bacteriocin_IId	1
Corynebacterium_aquilae_DSM_44791	Linocin_M18	1
Polynucleobacter_sp._MWH-UH24A	Bacteriocin_IIc	1
Lelliottia_nimipressuralis_strain_SGAir0187	Bacteriocin_IIc,ggmotif	2
Burkholderia_sp._RPE67	Linocin_M18,Mersacidin	2
Salmonella_bongori_CFSAN000510	Bacteriocin_IIc,Bacteriocin_II	2
Methanolinea_sp._strain_EsbE_18-Q3-R3-47_BAT3C.270	Linocin_M18	1
Sphingobacterium_sp._B29_strain_B29	Bacteriocin_IIc,L_biotic_typeA	2
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._USDA-ARS-USMARC-1880	Bacteriocin_IIc	1
Bacillus_sp._NP157	Bacteriocin_IId	1
Sphingobacterium_daejeonense_strain_NCTC13534	Bacteriocin_IIc,Bacteriocin_IIi	2
Hydrogenophaga_sp._RAC07	Bacteriocin_IIc,Bacteriocin_IId	2
Clostridium_novyi_strain_150557	leaderLanM,LE-DUF	2
Burkholderia_glumae_BGR1	Bacteriocin_IIc,Mersacidin	2
Methylocystis_sp._SC2	Bacteriocin_IIc,ComC	2
Pantoea_stewartii_strain_ZJ-FGZX1	ggmotif,Linocin_M18	2
Klebsiella_variicola_subsp._tropica_CDC4241-71	ggmotif	1
Bradyrhizobium_sp._SG09	Bacteriocin_IIc	1
Bdellovibrio_sp._qaytius	ComC	1
Citrobacter_sp._H12-3-2	Bacteriocin_IIc	1
Chroococcidiopsis_thermalis_PCC_7203	Bacteriocin_IIc,ggmotif,L_biotic_typeA	3
Adlercreutzia_sp._8CFCBH1	Bacteriocin_IIc	1
Streptococcus_sp._HSISB1	Bacteriocin_IIc,ComC	2
Azoarcus_sp._M9-3-2	Bacteriocin_IIc	1
Bacillus_sp._PAMC26568	ggmotif	1
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._SL1344	Bacteriocin_IIc	1
Acinetobacter_sp._YH12138_strain_YH12138_T	Bacteriocin_IIc	1
Escherichia_coli_str._Sanji	Bacteriocin_IIc	1
Vibrio_gazogenes_strain_ATCC_43942	Linocin_M18	1
Methanofervidicoccus_sp._A16	ComC	1
Brevibacillus_sp._7WMA2	Lactococcin_972,Linocin_M18	2
Aquibacillus_sp._TKL69	Linocin_M18	1
Citrobacter_sp._LUTT5	Bacteriocin_IIc	1
Turicimonas_muris_strain_YL45	MA-NIS+EPI	1
Paenibacillus_sophorae_strain_DSM_23020	MA-2PEPA,MA-2PEPB	2
Candidatus_Nitrosopelagicus_brevis_V2	Linocin_M18	1
Sphingomonas_sp._LMO-1	Lactococcin	1
Arsenophonus_endosymbiont_of_Apis_mellifera_ArsBeeUS	Bacteriocin_II	1
Antarctobacter_heliothermus_strain_SMS3	MA-LAC481	1
Bacteroides_sp._M10	Bacteriocin_IIi	1
Hymenobacter_sp._DG01	Bacteriocin_IIc	1
Streptomyces_olivoreticuli_subsp._olivoreticuli_strain_ATCC_31159	Mersacidin	1
Clostridium_sp._C5S11	Bacteriocin_IIc,ggmotif	2
Enterococcus_sp._DA9	Bacteriocin_IIc,bacteriocinII	2
Xanthomonas_axonopodis_pv._glycines_CFBP_2526	ggmotif	1
Ralstonia_solanacearum	Bacteriocin_IIc,Lactococcin_972	2
Streptococcus_sp._ZB199	LE-DUF,Mersacidin	2
Lactobacillus_brevis_KB290	Bacteriocin_IIc,Linocin_M18	2
Bacillus_thuringiensis_Bt18247_strain_Bt18247	Bacteriocin_IId	1
Serratia_sp._Tan611	Bacteriocin_IIc,ggmotif	2
Trichormus_variabilis_NIES-23	ggmotif,L_biotic_typeA	2
Corynebacterium_diphtheriae_NCTC_13129	Bacteriocin_IId	1
Streptococcus_ratti_strain_ATCC_31377	Bacteriocin_IIc,Bacteriocin_IIi,MA-2PEPA,MA-2PEPB	4
Agromyces_sp._G127AT	Bacteriocin_IIc	1
Streptosporangium_sp._'caverna'	Linocin_M18	1
Sulfolobus_islandicus_REY15A	Bacteriocin_IIc,Linocin_M18	2
Mycobacterium_tuberculosis_H37RvSiena	Gallidermin,Linocin_M18	2
Bacillus_sp._AM1(2019)_strain_AM1(2019)_strain_AM1(2019)_strain_AM1(2019)	Bacteriocin_IId,MA-NIS	2
Methylocella_silvestris_BL2	Bacteriocin_IIc,Linocin_M18	2
Francisella_tularensis_subsp._tularensis_SCHU_S4	Bacteriocin_IId,ggmotif	2
Carnobacterium_sp._17-4	Bacteriocin_IId	1
Pedobacter_sp._HDW13	Antimicrobial14,Bacteriocin_IIc	2
Kluyvera_ascorbata_strain_Colony413	Bacteriocin_IIc	1
Novibacillus_thermophilus_strain_SG-1	Mersacidin	1
Burkholderia_pseudomallei_406e	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Lactobacillus_paracollinoides_strain_TMW_1.1979	Lactococcin_972	1
Brevibacillus_formosus_strain_NF2	Bacteriocin_IIc,Bacteriocin_IId,Gallidermin,Linocin_M18	4
Staphylococcus_aureus_subsp._aureus_MSSA476	Gallidermin,Lactococcin_972	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120580	Bacteriocin_IIc	1
Magnetospirillum_gryphiswaldense_MSR-1	Bacteriocin_IIc,MA-NIS+EPI	2
Pseudoalteromonas_shioyasakiensis_strain_A316	Bacteriocin_IIc,ComC	2
Streptococcus_pneumoniae_SPN032672	Bacteriocin_IIc,ComC,Lactococcin_972	3
Idiomarina_sp._X4	Bacteriocin_IIc	1
Micrococcus_sp._KD337-16	Bacteriocin_IId	1
Yersinia_pestis_Nepal516	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Enterobacter_sichuanensis_strain_Colony162	Bacteriocin_IIc,Bacteriocin_IId	2
Aeromonas_sp._FDAARGOS_1408_strain_Not_applicable	Bacteriocin_IId,MA-2PEPA	2
Vibrio_cholerae_IEC224	MA-LAC481	1
Bacillus_cereus_ATCC_4342	Bacteriocin_IId,MA-2PEPA,Mersacidin	3
Massilia_sp._B2	Bacteriocin_IIc	1
Vibrio_metoecus_strain_06-2478	MA-LAC481	1
Pseudomonas_sp._HLS-6	Bacteriocin_IIc,L_biotic_typeA	2
Acinetobacter_sp._TGL-Y2	Bacteriocin_IIc	1
Hirschia_baltica_ATCC_49814	ggmotif	1
Klebsiella_pneumoniae_subsp._pneumoniae_1084	ggmotif	1
Acetobacter_aceti_strain_JCM20276	ggmotif,Linocin_M18	2
Yersinia_enterocolitica_subsp._palearctica_strain_NCTC13769	Bacteriocin_IIc,ComC	2
Candidatus_Zambryskibacteria_bacterium_RIFCSPHIGHO2_01_FULL_52_18	Bacteriocin_IIi	1
Mycolicibacterium_frederiksbergense_strain_LB_501T	Linocin_M18	1
Alteromonas_macleodii_str._'Ionian_Sea_U4'	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Filomicrobium_sp._strain_ih4	Bacteriocin_IIc	1
Tsukamurella_pulmonis_TP-B0596	Linocin_M18	1
Minicystis_rosea_strain_DSM_24000	Bacteriocin_IIc,Bacteriocin_IId,Linocin_M18	3
Ralstonia_solanacearum_PSI07	Bacteriocin_IIc	1
Lachnospiraceae_bacterium_NSJ-38	Bacteriocin_IIc	1
Campylobacter_coli_76339	Bacteriocin_IIi	1
Xanthomonas_translucens_pv._cerealis_strain_01	Bacteriocin_IIc	1
Escherichia_coli_IAI39	Bacteriocin_IIc	1
Pseudonocardia_sp._Gen01	Bacteriocin_IIc	1
Rhizobium_sp._ACO-34A	Bacteriocin_IIc	1
Streptomyces_sp._CC0208	ggmotif	1
