Species	Bacteriocin	Count
Croceicoccus_naphthovorans_strain_PQ-2	Bacteriocin_IIc,lasso	2
Pseudomonas_sp._RR6	Bacteriocin_IIc,Mersacidin	2
Caulobacter_crescentus_CB15	Lactococcin_972	1
Listeria_monocytogenes_serotype_4b_str._02-6679_strain_02-6679	ComC,Lactococcin_972	2
Lactobacillus_casei_BD-II	Bacteriocin_IIc,ComC	2
Chryseobacterium_lactis_strain_G0197	Bacteriocin_IIc,ComC,ggmotif	3
Pseudomonas]_mesoacidophila_strain_ATCC_31433	Bacteriocin_IIc,Linocin_M18	2
Gluconacetobacter_diazotrophicus_PAl_5	Linocin_M18	1
Streptomyces_sp._GF20	ggmotif,Linocin_M18	2
Nocardia_farcinica_IFM_10152	Bacteriocin_IIc,Linocin_M18	2
Endomicrobium_proavitum_strain_Rsa215	Bacteriocin_IIi	1
Gordonia_pseudoamarae_strain_BEN371	Linocin_M18	1
Streptomyces_glaucescens_GLA.O	ggmotif	1
Croceibacter_atlanticus_HTCC2559	Bacteriocin_IId	1
Victivallales_bacterium_CCUG_44730	Bacteriocin_IIc	1
Pleurocapsa_sp._PCC_7327	ComC,ggmotif,LE-DUF	3
Streptococcus_sp._116-D4	Bacteriocin_IIc,ComC	2
Stenotrophomonas_sp._ZAC14D2_NAIMI4_7	Bacteriocin_IIc	1
Stenotrophomonas_sp._ZAC14A_NAIMI4_1	Bacteriocin_IIc	1
Actinobacillus_lignieresii_strain_NCTC10568	ggmotif	1
Rhizobium_sp._NXC14_strain_NXC14	Bacteriocin_IIc,Bacteriocin_IId	2
Sphingomonas_sp._MM-1	Linocin_M18,Mersacidin	2
Corynebacterium_glutamicum_strain_AJ1511	Lactococcin_972,LE-LAC481	2
Klebsiella_sp._P1954	ggmotif,LE-DUF	2
Streptococcus_gallolyticus_UCN34	Bacteriocin_IIc	1
Mycobacterium_ulcerans_Agy99	L_biotic_typeA,Linocin_M18	2
Mycobacterium_tuberculosis_PanR0206	Gallidermin,Linocin_M18	2
Klebsiella_sp._M5al_strain_M5al	Bacteriocin_IIc,ggmotif,LE-DUF	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20121986	Bacteriocin_IIc	1
Sinorhizobium_americanum_strain_CFNEI_73	Bacteriocin_IIc	1
Burkholderia_dolosa_PC543	Bacteriocin_IIc,Linocin_M18	2
Escherichia_coli_O55:H7_str._RM12579	Bacteriocin_IIc	1
Corynebacterium_diphtheriae_CD1005	Bacteriocin_IId	1
Bacillus_sp._FJAT-18017	Bacteriocin_IId,ggmotif	2
Brevibacterium_epidermidis_strain_BS258	Linocin_M18	1
Helicobacter_pylori_Sat464	lasso	1
Parvularcula_bermudensis_HTCC2503	Bacteriocin_IIc	1
Sulfurihydrogenibium_azorense_Az-Fu1	Linocin_M18	1
Klebsiella_pneumoniae_subsp._ozaenae_strain_AR_0096	Bacteriocin_IIc,ggmotif	2
Prevotella_buccalis_FDAARGOS_1588	L_biotic_typeA	1
Ralstonia_solanacearum_CFBP2957	Bacteriocin_IIc,leaderLanBC	2
Escherichia_coli_E24377A	Antimicrobial17,Bacteriocin_IIc	2
Hahella_sp._KA22	Bacteriocin_IIc	1
Streptococcus_parasanguinis_FW213	Lactococcin_972,LE-DUF	2
Tessaracoccus_sp._NSG39_strain_NSG39	Linocin_M18	1
Aeromonas_sp._FDAARGOS_1402_strain_Not_applicable	MA-2PEPA	1
Burkholderia_dolosa_FDAARGOS_1463	Bacteriocin_IIc,Linocin_M18	2
Dactylosporangium_vinaceum_NRRL_B-16297	Mersacidin	1
Saccharomonospora_sp._31sw	Lactococcin_972	1
Synechococcus_sp._PROS-9-1	Bacteriocin_IIc	1
Pseudenhygromyxa_sp._WMMC2535	Linocin_M18	1
Paenibacillus_sp._M-152	Gallidermin,Mersacidin	2
Leeuwenhoekiella_sp._ZYFB001	Bacteriocin_IId	1
Oscillatoriales_cyanobacterium_JSC-12	Bacteriocin_IIc	1
Aeromonas_sp._1805	Bacteriocin_IIc,Bacteriocin_IId,MA-2PEPA	3
Serratia_entomophila_A1	Bacteriocin_IIc,ggmotif	2
Chloroflexus_sp._Y-400-fl	LE-DUF	1
Streptococcus_sp._HTS2	Bacteriocin_IIc,ComC	2
Bacillus_methylotrophicus	Bacteriocin_IId,ggmotif,MA-2PEPA,Mersacidin	4
Saccharolobus_shibatae_strain_BEU9	Bacteriocin_IIc,Linocin_M18	2
Sandaracinobacter_sp._M6	ggmotif	1
Bacillus_butanolivorans_strain_PHB-7a	Bacteriocin_IIc,L_biotic_typeA	2
Spirosoma_montaniterrae_strain_DY10	Antimicrobial17,Bacteriocin_IIc,ggmotif,MA-DUF	4
Streptomyces_sp._ASO4wet	Gallidermin,ggmotif,Mersacidin	3
Mycobacterium_sp._WY10	Linocin_M18	1
Erwinia_sp._E602	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Paenarthrobacter_nicotinovorans_ATCC_49919	Bacteriocin_IIc	1
Maribacter_sp._MAR_2009_60	Linocin_M18	1
Roseburia_intestinalis_M50/1	L_biotic_typeA,LE-LanBC	2
Leuconostoc_sp._C2	Bacteriocin_IIc	1
Flavobacterium_sp._KK2020170	Antimicrobial17	1
Mycobacterium_marinum_E11	Antimicrobial17,L_biotic_typeA,Linocin_M18	3
Thermanaerovibrio_acidaminovorans_DSM_6589	Linocin_M18	1
Pseudoxanthomonas_sp._X-1	lasso,MA-2PEPA	2
Tenacibaculum_dicentrarchi_strain_AY7486TD	bacteriocinII	1
Agromyces_sp._FW100M-8	Linocin_M18	1
Alteromonas_sp._MB-3u-76	ggmotif,LE-DUF	2
Bacillus_subtilis_subsp._natto_BN0	Bacteriocin_IIc	1
Catenibacterium_sp._co_0103_strain_Catenibacterium_canine_HQ_MAG	Bacteriocin_IIc	1
Rhizobium_sp._NZLR1	Bacteriocin_IIc	1
Lactobacillus_hordei_strain_TMW_1.1822	Linocin_M18	1
Pseudoalteromonas_sp._A22	Bacteriocin_IIc	1
Mycobacterium_parmense_strain_JCM_14742	Linocin_M18	1
Oceanotoga_sp._sy52	Bacteriocin_IId,Linocin_M18	2
Listeria_monocytogenes_SLCC2372	ComC,Lactococcin_972	2
Pseudomonas_sp._COR54	Bacteriocin_IIc	1
Spirosoma_sp._KCTC_42546	Antimicrobial14	1
Lysobacter_sp._TY2-98	Bacteriocin_IIc,Lactococcin_972	2
Mycobacterium_kansasii_662	L_biotic_typeA,Linocin_M18	2
Mycobacterium_tuberculosis_PanR0207	Gallidermin,Linocin_M18	2
Escherichia_coli_O103_str._RM10042	Bacteriocin_IIc,ggmotif	2
Candidatus_Brocadia_sp._AM9	Bacteriocin_IIc,Bacteriocin_IIi,Linocin_M18	3
Ralstonia_solanacearum_MolK2	Bacteriocin_IIc,Lactococcin_972	2
Paenibacillus_sp._FSL_P4-0081	MA-2PEPA	1
Granulicella_sp._5B5	L_biotic_typeA	1
Akkermansiaceae_bacterium_strain_AJA081-3	Lactococcin,LE-LAC481	2
Mycobacterium_kansasii_FDAARGOS_1534	L_biotic_typeA,Linocin_M18	2
Enterococcus_faecium_DO	Bacteriocin_IIi,Lactococcin_972,Lactococcin	3
Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476	Bacteriocin_IIc	1
Cytophagales_bacterium_Alg240-R148	Bacteriocin_IIc,ggmotif	2
Mycobacterium_bovis_BCG_str._Pasteur_1173P2	Gallidermin,Linocin_M18	2
Flavobacterium_sp._XS-5	Antimicrobial14	1
Salmonella_enterica_subsp._diarizonae_serovar_65:c:z_str._SA20044251_strain_SA20044251	Bacteriocin_IIc	1
Chryseobacterium_sp._DH-B6	Bacteriocin_IIc,ComC,ggmotif,LE-DUF	4
Leptotrichia_sp._oral_taxon_212_strain_W10393	Bacteriocin_IIi	1
Tardiphaga_sp._vice304	Antimicrobial14	1
Mycobacterium_tuberculosis_H37RvAE	Gallidermin,Linocin_M18	2
Acinetobacter_sp._SWBY1	Bacteriocin_IIc	1
Escherichia_coli_H20_strain_MIN6	Bacteriocin_IIc,LE-DUF	2
Polynucleobacter_sp._JS-Mosq-20-D10	Bacteriocin_IIc	1
Frankia_sp._ArI3	Linocin_M18,Mersacidin	2
Glaesserella_parasuis_29755	L_biotic_typeA	1
Pseudomonas_nitroreducens_strain_HBP1	Bacteriocin_IId,Lactococcin,Linocin_M18	3
Alteromonas_macleodii_AltDE1	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Pontibacter_sp._BT214	Bacteriocin_IIc,ggmotif	2
Robiginitalea_biformata_HTCC2501	LE-DUF	1
Streptomyces_armeniacus_strain_ATCC_15676	ggmotif	1
Clostridium_pasteurianum_BC1	L_biotic_typeA	1
Shewanella_sp._FJAT-53720	Bacteriocin_IIc,LE-LAC481	2
Pantoea_rwandensis_ND04	Bacteriocin_IIc	1
Polynucleobacter_sp._VK25	Bacteriocin_IIc,Bacteriocin_IIi	2
Commensalibacter_sp._ESL0284	Bacteriocin_IIc,ggmotif	2
Streptococcus_sp._NCTC_10228_strain_NCTC10228	L_biotic_typeA	1
Exiguobacterium_acetylicum_EYLC1	Bacteriocin_IIc,Mersacidin	2
Geobacillus_sp._GHH01	Linocin_M18	1
Sphingomonas_sp._CSW-10	Bacteriocin_IIc	1
Clostridium_sp._BNL1100	Bacteriocin_IIc	1
Sulfolobus_acidocaldarius_DSM_639	Linocin_M18	1
Curtobacterium_sp._9128	Lactococcin_972	1
Erythrobacter_sp._HKB08	Bacteriocin_IIc	1
Effusibacillus_sp._skT53	Linocin_M18	1
Bordetella_parapertussis_Bpp5	Antimicrobial14,Bacteriocin_IIc,Bacteriocin_IId,ComC,Linocin_M18	5
Paenibacillus_polymyxa_SC2	ComC,Gallidermin,Mersacidin	3
Francisella_tularensis_subsp._novicida_D9876	Bacteriocin_IId	1
Methanosarcina_barkeri_MS	Bacteriocin_IIi	1
Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150	Bacteriocin_IIc	1
Nocardia_tengchongensis_strain_CFH_S0057	Linocin_M18,Mersacidin	2
Arcanobacterium_phocisimile_strain_DSM_26142	Lactococcin_972	1
Streptomyces_anulatus_YINM00001	Linocin_M18,Mersacidin	2
Plantibacter_sp._PA-3-X8	Linocin_M18	1
Clavibacter_michiganensis_LMG7333	Bacteriocin_IIc	1
Streptomyces_viridifaciens_strain_ATCC_11989	Linocin_M18	1
Pseudomonas_salegens_strain_CECT_8338	Bacteriocin_IId	1
Cobetia_pacifica_strain_GPM2	Bacteriocin_IId,Gallidermin	2
Yersinia_pestis_3770	Bacteriocin_IIc,ggmotif	2
Salmonella_enterica_subsp._enterica_serovar_Apapa_str._SA20060561_strain_SA20060561	Bacteriocin_IIc	1
Mycobacterium_tuberculosis_PanR0208	Gallidermin,Linocin_M18	2
Amycolatopsis_albispora_strain_WP1	Bacteriocin_IIc,Bacteriocin_IId	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120548	Bacteriocin_IIc	1
Corynebacterium_kroppenstedtii_strain_FDAARGOS_1192_strain_Not_applicable	Bacteriocin_IIc,Bacteriocin_II	2
Escherichia_coli_O121_str._RM8352	Bacteriocin_IIc	1
Arachidicoccus_ginsenosidivorans_strain_Gsoil_809	Linocin_M18	1
Pseudomonas_sp._31-12	Bacteriocin_IIc,Linocin_M18	2
Bifidobacterium_coryneforme_strain_LMG_18911	Linocin_M18	1
Aphanizomenon_flos-aquae_AFA_KM1/D3	Bacteriocin_IIc,L_biotic_typeA	2
Streptomyces_sp._W1SF4	Lactococcin_972	1
Streptomyces_sp._GS7	ggmotif,L_biotic_typeA	2
Agarivorans_gilvus_strain_WH0801	Bacteriocin_IId	1
Streptococcus_sp._TA_26	Antimicrobial18,Bacteriocin_IIc,bacteriocinII,ComC	4
Aeromonas_enteropelogenes_FDAARGOS_1459	MA-2PEPA	1
Bacillus_megaterium_DSM_319	Bacteriocin_IIc,Bacteriocin_IId	2
Desulfovibrio_vulgaris_str._'Miyazaki_F'	Bacteriocin_IIc	1
Streptomyces_seoulensis_HEK131	ggmotif	1
Gloeocapsa_sp._PCC_7428	ggmotif	1
Nostoc_sp._'Peltigera_membranacea_cyanobiont_N6'	ggmotif,Mersacidin	2
Mycolicibacterium_phocaicum_RL-HY01	Linocin_M18,Mersacidin	2
Hydrogenobaculum_sp._Y04AAS1	Linocin_M18	1
Methyloceanibacter_caenitepidi_Gela4	Bacteriocin_IIc	1
Slackia_heliotrinireducens_DSM_20476	ggmotif	1
Paraclostridium_bifermentans_DSM_14991	Bacteriocin_IIc,LE-DUF	2
Herbivorax_saccincola_strain_GGR1	Bacteriocin_IIi,Lactococcin,L_biotic_typeA,Linocin_M18	4
Streptococcus_pneumoniae_SPN033038	Bacteriocin_IIc,ComC,Lactococcin_972	3
Pseudomonas_aeruginosa_c7447m	Bacteriocin_IIc,ggmotif	2
Bdellovibrio_bacteriovorus_strain_109J	Bacteriocin_IIc	1
Streptomyces_sp._NA04227	Bacteriocin_IIc	1
Fusobacterium_nucleatum_subsp._polymorphum_strain_ChDC_F306	Bacteriocin_IIc	1
Porphyromonas_gingivalis_strain_A7436	Bacteriocin_IIc	1
Natrialba_magadii_ATCC_43099	Lactococcin,Mersacidin	2
Lactobacillus_paralimentarius_strain_LP238	Bacteriocin_IIc	1
Mycobacterium_yongonense_strain_Asan_36527	Linocin_M18	1
Lactobacillus_parabuchneri_strain_FAM21731	Linocin_M18	1
Salmonella_enterica_subsp._enterica_serovar_Blockley_strain_159838	Bacteriocin_IIc	1
Rhizobium_sp._N731	Bacteriocin_IIc	1
Roseovarius_sp._SCSIO_43702	Bacteriocin_IIc	1
Pseudomonas_sp._COW77	Antimicrobial18,Bacteriocin_IIc	2
Serratia_sp._MYb239	Bacteriocin_IIc,ggmotif	2
Leuconostoc_sp._LN180020	Linocin_M18	1
Rhizobium_etli_CIAT_652	Bacteriocin_IIc,Bacteriocin_IId	2
Methanothermobacter_wolfeii_strain_SIV6	Mersacidin	1
Escherichia_coli_PCN061	Bacteriocin_IIc	1
Yersinia_pestis_790	Bacteriocin_IIc,ggmotif	2
Lactobacillus_paragasseri_strain_JCM_5343	Bacteriocin_IIc,L_biotic_typeA	2
Anaplasma_marginale_str._Florida	Mersacidin	1
Acinetobacter_dispersus_strain_NCCP_16014	Bacteriocin_IIc	1
Bacillus_subtilis_subsp._subtilis_strain_168G	LE-MER+2PEP	1
Azospirillum_sp._TSA2s_strain_TSA2S	ggmotif	1
Yersinia_rohdei_YRA	Bacteriocin_IIc	1
Streptococcus_sp._CNU_G2	Bacteriocin_IIc,ComC	2
Mesorhizobium_sp._M9A.F.Ca.ET.002.03.1.2	Bacteriocin_IIc,MA-DUF	2
Neisseria_gonorrhoeae_NG-k51.05	ggmotif	1
Nocardioides_sp._R-3366	L_biotic_typeA	1
Nocardioides_sp._HDW12B	L_biotic_typeA,LE-LAC481	2
Mycobacterium_tuberculosis_PanR0209	Gallidermin,Linocin_M18	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20121989	Bacteriocin_IIc	1
Thermotoga_sp._2812B	Linocin_M18	1
Lactobacillus_acidophilus_5460	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._CFSAN000648_strain_SGSC_2189_strain_SARA9	Bacteriocin_IIc	1
Atlantibacter_hermannii_strain_78-1320	Bacteriocin_IIc	1
Mycobacterium_terrae_strain_NCTC10856	Linocin_M18	1
Sulfobacillus_acidophilus_TPY	Linocin_M18	1
Bacteroides_uniformis_CL03T12C37	LE-DUF	1
Acinetobacter_johnsonii_AJ14	Bacteriocin_IId,ggmotif	2
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._USDA-ARS-USMARC-1896	Bacteriocin_IIc	1
Dickeya_sp._NCPPB_569	Bacteriocin_IId	1
Brucella_canis_strain_2009004498	Bacteriocin_IIc	1
Calothrix_brevissima_NIES-22	Bacteriocin_IIc,ggmotif,L_biotic_typeA	3
Herbaspirillum_hiltneri_N3	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Concord_strain_CFSAN018747	Bacteriocin_IIc	1
Escherichia_coli_ED1a	Bacteriocin_IIc	1
Segniliparus_rotundus_DSM_44985	Antimicrobial14,Linocin_M18	2
Brasilonema_octagenarum_UFV-E1	Bacteriocin_IIc,L_biotic_typeA	2
Clostridium_botulinum_A3_str._Loch_Maree	Bacteriocin_IIc,Lactococcin_972	2
Citrobacter_sp._Colony219	Bacteriocin_IIc	1
Pseudoalteromonas_sp._THAF3	Bacteriocin_IIc	1
Brevibacterium_sp._W7.2	Bacteriocin_IIc	1
Methylovulum_psychrotolerans_strain_HV10_M2	Bacteriocin_IIc	1
Citrobacter_freundii_ATCC_8090_=_MTCC_1658_=_NBRC_12681	Bacteriocin_IIc	1
Streptococcus_sp._HTS5	Bacteriocin_IIc,ComC,ggmotif	3
Mesorhizobium_loti_MAFF303099	Bacteriocin_IIc	1
Pseudomonas_stutzeri_DSM_4166	Bacteriocin_IIc,LE-LAC481,Mersacidin	3
Actinoplanes_teichomyceticus_ATCC_31121	Bacteriocin_IIc,Gallidermin	2
Photobacterium_gaetbulicola_Gung47	Bacteriocin_IIc,bacteriocinII,Bacteriocin_II	3
Escherichia_coli_O176:H45_strain_MIN9	Antimicrobial17,Bacteriocin_IIc,LE-DUF	3
Roseovarius_indicus_strain_DSM_26383	Bacteriocin_IIc	1
Thermomonas_sp._SY21	Bacteriocin_IIc	1
Yersinia_pestis_1412	Bacteriocin_IIc,ggmotif	2
Tardiphaga_sp._vice352	Antimicrobial14	1
Streptomyces_cinereoruber_strain_ATCC_19740	Bacteriocin_IIc,Linocin_M18,Mersacidin	3
Desulfosarcina_ovata_strain_oXyS1	Bacteriocin_IIc	1
Erwinia_sp._QL-Z3	Bacteriocin_IIc	1
Planctomycetes_bacterium_HG66A1	Gallidermin,ggmotif	2
Streptomyces_cavourensis_strain_1AS2a	Linocin_M18	1
Escherichia_coli_O145_str._RM9872	Bacteriocin_IIc	1
Halanaerobium_praevalens_DSM_2228	LE-LanBC,Linocin_M18	2
Arthrobacter_sp._YN	Bacteriocin_IIc	1
Duncaniella_sp._C9	Bacteriocin_IIc	1
Listeria_monocytogenes_serotype_7_str._SLCC2482	ComC	1
Pseudomonas_sp._So3.2b	Bacteriocin_IIc	1
Streptomyces_leeuwenhoekii_strain_type_strain_(C34_=_DSM_42122_=_NRRL_B-24963)	ggmotif	1
Lactobacillus_murinus_strain_CR141	Bacteriocin_IIc,Bacteriocin_II,ComC	3
Burkholderia_thailandensis_E444	Bacteriocin_IIc,ggmotif	2
Aeromonas_dhakensis_71431	Bacteriocin_IId,MA-2PEPA	2
Streptomyces_peucetius_subsp._caesius_ATCC_27952	Bacteriocin_IIc,LE-DUF,Mersacidin	3
Bacillus_thuringiensis_serovar_kurstaki_str._HD73	Bacteriocin_IId	1
Lactobacillus_acidophilus_La-14	Bacteriocin_IIc	1
Lactobacillus_johnsonii_DPC_6026	Bacteriocin_IIc	1
Polynucleobacter_sp._MWH-S4W17	Bacteriocin_IIi	1
Vibrio_sp._B1FIG11_strain_LMG10946-nano	Bacteriocin_IIc	1
Lactococcus_lactis_subsp._cremoris_MG1363	ComC,Lactococcin,LE-LanBC	3
Haemophilus_influenzae_F3031	Linocin_M18	1
Rhizobium_sp._X9	Bacteriocin_IIc	1
Pedobacter_sp._PACM_27299	Linocin_M18	1
Mycobacterium_microti_strain_12	Gallidermin,Linocin_M18	2
Clostridium_acetobutylicum_EA_2018	ComC	1
Cronobacter_condimenti_1330_strain_LMG_26250	Bacteriocin_IIc	1
Caldicellulosiruptor_obsidiansis_OB47	Bacteriocin_IIc	1
Stenotrophomonas_sp._WZN-1_strain_WZN-1	Bacteriocin_IIc	1
Hydrogenobaculum_sp._3684	Linocin_M18	1
Lactobacillus_johnsonii_7409N31	Bacteriocin_IIc,bacteriocinII	2
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._CDC_2009K-2059	Bacteriocin_IIc	1
Roseomonas_sp._FDAARGOS_362	Bacteriocin_IIc	1
Streptomyces_ferrugineus_strain_CCTCC_AA2014009	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Shewanella_sp._FJAT-52072	Bacteriocin_IIc,LE-LAC481	2
Burkholderia_cenocepacia_CMCC(B)23006_strain_CMCC(B)23006	Bacteriocin_IIc,Linocin_M18	2
Mannheimia_sp._ZY170218	Bacteriocin_IIc	1
Shewanella_livingstonensis_strain_LMG_19866	Bacteriocin_IIc	1
Pseudomonas_knackmussii_strain_N1-2	Bacteriocin_IIc,LE-LAC481	2
Neorhizobium_sp._SOG26	Bacteriocin_IIc	1
Wolbachia_endosymbiont_of_Drosophila_simulans_wNo	Antimicrobial14	1
Klebsiella_pneumoniae_subsp._rhinoscleromatis_KP4831	Bacteriocin_IIc,ggmotif	2
Polaribacter_sp._LPB0003	Linocin_M18	1
Dyadobacter_sp._32_strain_Dyadobacter_sp._32_sample_2	Antimicrobial14,Bacteriocin_IIc	2
Pelagibacterium_halotolerans_B2	Bacteriocin_IIc,ggmotif	2
Rhizobium_sp._B230/85	Bacteriocin_IIc,LE-MER+2PEP	2
Lactobacillus_amylovorus_1394N20	Bacteriocin_IIc,ComC	2
Paenibacillus_tritici_strain_PH55-1	L_biotic_typeA	1
Mycoplasma_agalactiae_PG2	L_biotic_typeA,Linocin_M18	2
Burkholderia_sp._MS455	Bacteriocin_IIc,Bacteriocin_IId,ggmotif,Linocin_M18	4
Alteromonas_sp._Mex14	Bacteriocin_IIc,Bacteriocin_IId,ggmotif	3
Yersinia_pestis_1413	Bacteriocin_IIc,ggmotif	2
Aeromonas_salmonicida_subsp._masoucida	Bacteriocin_IIc,Bacteriocin_IId,MA-2PEPA	3
Helcococcus_kunzii_H10	Lactococcin_972	1
Xanthobacter_autotrophicus_GJ10	Bacteriocin_IIc	1
Enterobacter_cloacae_ECNIH2	Bacteriocin_IIc	1
Methanosarcina_sp._MTP4	Bacteriocin_IIc	1
Salmonella_sp._SAL-045	Bacteriocin_IIc,LE-DUF	2
Polynucleobacter_asymbioticus_strain_MG-25-Pas1-D2	Bacteriocin_IIc,Bacteriocin_IIi	2
Francisella_guangzhouensis_08HL01032	Bacteriocin_IId	1
Staphylococcus_aureus_subsp._aureus_SA957	Lactococcin_972	1
Rhizobium_leguminosarum_bv._trifolii_WSM1689	Bacteriocin_IIc	1
Listeria_ivanovii_subsp._ivanovii	Bacteriocin_IIc,Lactococcin_972	2
Citrobacter_sp._CF971	Antimicrobial18,Bacteriocin_IIc	2
Rhodospirillum_photometricum_DSM_122	leaderLanBC	1
Vibrio_splendidus_LGP32	Bacteriocin_IIc	1
Streptococcus_anginosus_47S1	Bacteriocin_IIc,ComC,LE-MER+2PEP	3
Stenotrophomonas_sp._SXG-1	Bacteriocin_IIc	1
Megamonas_funiformis_1CBH44	L_biotic_typeA	1
Microbacterium_sp._LKL04	Bacteriocin_IIi	1
Streptococcus_thermophilus_4078	Bacteriocin_IIc,ComC	2
Pseudoalteromonas_ruthenica_strain_LMG_19699	Bacteriocin_IIc	1
Listeria_monocytogenes_SLCC2376	ComC,Lactococcin_972	2
Leucobacter_sp._DSM_101948	Bacteriocin_IIc	1
Aeromonas_sp._FDAARGOS_1417_strain_Not_applicable	Bacteriocin_IIc,Bacteriocin_IId,MA-2PEPA	3
Helicobacter_pylori_OK310	lasso	1
Mycolicibacterium_sp._TY81	Lactococcin_972,Linocin_M18	2
Arthrobacter_sp._ZXY-2	Bacteriocin_IIc,Lactococcin_972	2
Pseudoalteromonas_sp._MT33b	Bacteriocin_IIc,ComC	2
Ferrigenium_kumadai_strain_An22	Linocin_M18	1
Streptomyces_aureoverticillatus_strain_HN6	Lactococcin_972	1
Paenibacillus_larvae_subsp._larvae_strain_ATCC_9545	Bacteriocin_IId,Lactococcin_972,L_biotic_typeA,Mersacidin	4
Acidilobus_sp._7A	Linocin_M18	1
Streptomyces_sp._PBH53	ggmotif	1
Moritella_sp._36	Bacteriocin_IIc	1
Luteolibacter_sp._G-1-1-1	Bacteriocin_IIc,Bacteriocin_IId,L_biotic_typeA	3
Paenibacillus_lautus_strain_E7593-69	Bacteriocin_IId	1
Alteromonas_stellipolaris_LMG_21856	Bacteriocin_IIc,ggmotif	2
Streptococcus_canis_strain_B700072	Antimicrobial14,Bacteriocin_IIc,ComC	3
Escherichia_coli_BL21(DE3)	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._USDA-ARS-USMARC-1898	Bacteriocin_IIc	1
Curtobacterium_luteum_ATCC_31317	Lactococcin_972,MA-2PEPA	2
Clostridium_thermocellum_DSM_1313	Bacteriocin_IIi,Linocin_M18	2
Staphylococcus_muscae_strain_ATCC_49910	Lactococcin_972	1
Moraxella_ovis_strain_199/55	ggmotif	1
Parashewanella_spongiae_strain_HJ039	Bacteriocin_IIc,Gallidermin,MA-EPI	3
Bacillus_badius_NBPM-293	ggmotif,LE-MER+2PEP,Linocin_M18	3
Erwinia_rhapontici_BY21311	Bacteriocin_IIc	1
Micromonospora_sp._WMMC415	Mersacidin	1
Thermosulfurimonas_marina_strain_SU872	Linocin_M18	1
Lactobacillus_sp._1A	Bacteriocin_IIi	1
Acinetobacter_sp._ACNIH1	Bacteriocin_IIc	1
Streptococcus_halichoeri_Shali_VAS-CPH	Bacteriocin_IIc,ComC,Lactococcin_972	3
Escherichia_coli_O22:H8_strain_RM10809-3	Bacteriocin_IIc	1
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120597	Bacteriocin_IIc	1
Streptococcus_sp._oral_taxon_061_strain_F0704	ComC	1
Geobacillus_thermocatenulatus_strain_KCTC_3921	Bacteriocin_IId,L_biotic_typeA,MA-NIS	3
Spiribacter_sp._E85	Lactococcin	1
Lactobacillus_plantarum_CMPG5300	Bacteriocin_IIc	1
Brasilonema_sennae_CENA114	Bacteriocin_IIc,L_biotic_typeA	2
Paludibaculum_fermentans_strain_P105	Bacteriocin_IIc,Linocin_M18	2
Rouxiella_badensis_strain_C173	ggmotif,LE-LAC481	2
Shigella_boydii_strain_183	Bacteriocin_IIc	1
Sporanaerobacter_sp._NJN-17	ggmotif,Linocin_M18,Mersacidin	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20120200	Bacteriocin_IIc	1
Bordetella_parapertussis_12822	Antimicrobial14,Bacteriocin_IIc,Bacteriocin_IId,Lactococcin_972,Linocin_M18	5
Pantoea_sp._At-9b	Bacteriocin_IIc,ggmotif	2
Bordetella_bronchiseptica_RB50	Bacteriocin_IIc,Bacteriocin_IId,Lactococcin_972,Linocin_M18	4
Achromobacter_xylosoxidans_NH44784-1996	Bacteriocin_IId,Linocin_M18	2
Salmonella_enterica_subsp._enterica_serovar_Birkenhead_strain_AUSMDU00010532	Bacteriocin_IIc,ggmotif	2
Enterobacter_cloacae_ECNIH3	Bacteriocin_IIc	1
Bacillus_sp._HBCD-sjtu	Bacteriocin_IIc,Bacteriocin_IId	2
Xanthomonas_hortorum_pv._cynarae_strain_CFBP_2044	ggmotif	1
Streptomyces_sp._Mg1	ggmotif	1
Euhalothece_natronophila_Z-M001	ggmotif	1
Sphingomonas_sp._AAP5	Bacteriocin_IIc,Linocin_M18	2
Kosakonia_cowanii_Pa82	Bacteriocin_IIc	1
Salinimonas_sp._KX18D6	Bacteriocin_IIc,ggmotif	2
Cellulomonas_flavigena_DSM_20109	Lactococcin_972	1
Francisella_tularensis_FAM_SR-2	Bacteriocin_IId,ggmotif	2
Shigella_flexneri_5a_str._M90T	Bacteriocin_IIc,ggmotif	2
Bacillus_atrophaeus_1942	Lactococcin_972	1
Candidatus_Korarchaeum_cryptofilum_OPF8	Linocin_M18	1
