"posterior_row","iteration","tree_no","map_within_draw","total_changes","q12","q13","q21","q24","q31","q34","q42","q43"
2208,2508000,1,1,1853,50,104,170,11,262,537,100,619
2209,2509000,1,1,1748,42,93,186,2,230,496,116,583
2210,2510000,1,1,1497,62,93,180,3,247,303,93,516
2211,2511000,1,1,1483,33,86,182,6,244,368,99,465
2212,2512000,1,1,1496,16,88,157,0,240,346,96,553
2213,2513000,1,1,1699,32,92,187,3,251,414,107,613
2214,2514000,1,1,1490,41,87,181,1,253,307,85,535
2215,2515000,1,1,1378,26,89,141,2,265,315,94,446
2216,2516000,1,1,1868,48,115,151,3,269,546,82,654
2217,2517000,1,1,1899,71,96,167,2,242,543,100,678
2218,2518000,1,1,1508,38,111,182,1,248,311,99,518
2219,2519000,1,1,1502,60,104,135,4,288,302,83,526
2220,2520000,1,1,1653,20,104,226,6,224,395,116,562
2221,2521000,1,1,1658,30,105,119,14,272,448,82,588
2222,2522000,1,1,1758,79,104,194,9,255,402,115,600
2223,2523000,1,1,1542,33,103,193,3,219,343,119,529
2224,2524000,1,1,1679,21,111,181,0,231,457,99,579
2225,2525000,1,1,1683,54,92,154,4,261,360,77,681
2226,2526000,1,1,1475,45,93,141,6,248,321,89,532
2227,2527000,1,1,1641,37,128,168,8,276,363,84,577
2228,2528000,1,1,1845,84,98,186,3,255,475,95,649
2229,2529000,1,1,1811,44,103,158,2,231,504,100,669
2230,2530000,1,1,1679,29,102,164,3,267,406,86,622
2231,2531000,1,1,1563,35,100,188,2,257,326,97,558
2232,2532000,1,1,1745,32,102,183,2,255,455,87,629
2233,2533000,1,1,1694,17,95,178,5,247,459,105,588
2234,2534000,1,1,1572,2,89,185,10,245,374,124,543
2235,2535000,1,1,1466,18,97,181,12,238,299,113,508
2236,2536000,1,1,1747,36,95,198,6,236,445,99,632
2237,2537000,1,1,1742,43,87,190,3,251,409,117,642
2238,2538000,1,1,1461,31,96,146,1,248,326,100,513
2239,2539000,1,1,1556,53,95,173,5,245,329,88,568
2240,2540000,1,1,1712,27,88,213,3,230,415,109,627
2241,2541000,1,1,1631,32,110,197,4,240,382,108,558
2242,2542000,1,1,1463,33,100,162,6,251,319,107,485
2243,2543000,1,1,1347,22,78,161,9,242,257,102,476
2244,2544000,1,1,1396,17,84,171,3,269,268,86,498
2245,2545000,1,1,1516,18,92,185,1,245,335,97,543
2246,2546000,1,1,1767,32,105,197,1,240,458,95,639
2247,2547000,1,1,1563,22,89,171,1,244,413,101,522
2248,2548000,1,1,1582,24,110,147,7,225,408,109,552
2249,2549000,1,1,1712,36,81,156,2,261,423,74,679
2250,2550000,1,1,1478,15,99,179,3,240,330,100,512
2251,2551000,1,1,1539,65,118,170,4,237,349,96,500
2252,2552000,1,1,1877,22,101,160,6,247,539,96,706
2253,2553000,1,1,1688,52,94,178,3,238,409,98,616
2254,2554000,1,1,1559,47,91,188,4,206,377,127,519
2255,2555000,1,1,1612,29,93,234,2,232,347,129,546
2256,2556000,1,1,1489,42,85,146,2,267,369,77,501
2257,2557000,1,1,1545,32,113,154,4,256,342,83,561
2258,2558000,1,1,1449,47,106,171,4,240,291,98,492
2259,2559000,1,1,1619,43,94,165,3,282,334,85,613
2260,2560000,1,1,1558,38,102,152,5,271,339,87,564
2261,2561000,1,1,1727,64,84,150,1,261,450,87,630
2262,2562000,1,1,1609,18,97,194,2,250,351,90,607
2263,2563000,1,1,1708,25,97,165,4,275,443,86,613
2264,2564000,1,1,1511,23,98,160,7,252,365,90,516
2265,2565000,1,1,1541,30,108,158,7,242,342,93,561
2266,2566000,1,1,1911,63,89,201,2,266,513,87,690
2267,2567000,1,1,1599,19,72,153,6,285,417,98,549
2268,2568000,1,1,1624,48,91,164,5,252,370,91,603
2269,2569000,1,1,1509,47,95,179,5,244,332,93,514
2270,2570000,1,1,1621,46,82,153,3,246,391,102,598
2271,2571000,1,1,1673,28,106,217,3,234,385,105,595
2272,2572000,1,1,1658,70,95,190,3,242,404,96,558
2273,2573000,1,1,1733,20,102,195,2,248,455,102,609
2274,2574000,1,1,1452,28,108,184,4,249,264,95,520
2275,2575000,1,1,1531,30,101,179,1,253,334,81,552
2276,2576000,1,1,1572,21,105,181,4,236,368,101,556
2277,2577000,1,1,1577,28,85,187,6,247,404,99,521
2278,2578000,1,1,1616,19,124,188,3,267,386,99,530
2279,2579000,1,1,1596,41,99,184,6,241,386,101,538
2280,2580000,1,1,1740,52,100,177,2,248,429,97,635
2281,2581000,1,1,1578,13,94,188,0,238,351,104,590
2282,2582000,1,1,1649,39,88,147,4,257,451,103,560
2283,2583000,1,1,1657,28,99,203,1,240,411,101,574
2284,2584000,1,1,1520,42,88,194,6,228,336,104,522
2285,2585000,1,1,1823,41,80,139,10,268,495,80,710
2286,2586000,1,1,1589,28,100,205,10,246,343,109,548
2287,2587000,1,1,1757,58,105,178,6,243,399,110,658
2288,2588000,1,1,1686,18,97,160,8,264,433,96,610
2289,2589000,1,1,1563,40,97,187,15,235,380,119,490
2290,2590000,1,1,1576,15,89,165,6,261,349,99,592
2291,2591000,1,1,1578,17,100,167,4,250,372,102,566
2292,2592000,1,1,1635,57,110,136,3,272,393,75,589
2293,2593000,1,1,1739,18,114,203,2,238,436,121,607
2294,2594000,1,1,1553,28,101,161,4,279,318,75,587
2295,2595000,1,1,1682,43,113,181,1,254,379,95,616
2296,2596000,1,1,1708,48,89,180,2,262,414,80,633
2297,2597000,1,1,1540,25,89,230,2,203,350,126,515
2298,2598000,1,1,1689,28,105,169,6,246,404,88,643
2299,2599000,1,1,1669,57,99,141,12,248,421,89,602
2300,2600000,1,1,1649,43,90,235,8,201,393,118,561
2301,2601000,1,1,1501,15,104,187,5,219,346,120,505
2302,2602000,1,1,1554,24,90,179,4,254,323,102,578
2303,2603000,1,1,1577,32,97,199,5,258,349,93,544
2304,2604000,1,1,1516,31,110,158,5,243,348,97,524
2305,2605000,1,1,1689,37,106,184,5,257,417,87,596
2306,2606000,1,1,1559,37,99,183,7,231,345,107,550
2307,2607000,1,1,1697,62,88,195,7,212,409,122,602
2308,2608000,1,1,1517,56,101,152,5,256,355,88,504
2309,2609000,1,1,1489,28,100,170,8,229,322,118,514
2310,2610000,1,1,1719,34,96,200,6,241,385,112,645
2311,2611000,1,1,1752,36,92,187,5,253,434,109,636
2312,2612000,1,1,1546,43,100,188,3,241,371,93,507
2313,2613000,1,1,1453,25,104,180,3,248,297,99,497
2314,2614000,1,1,1714,39,105,191,4,261,392,98,624
2315,2615000,1,1,1537,50,93,187,1,253,333,87,533
2316,2616000,1,1,1595,29,91,193,1,251,389,93,548
2317,2617000,1,1,1521,17,113,173,3,262,330,94,529
2318,2618000,1,1,1484,29,96,162,6,252,296,87,556
2319,2619000,1,1,1379,37,86,132,5,244,301,83,491
2320,2620000,1,1,1572,54,91,165,8,253,359,94,548
2321,2621000,1,1,1623,36,95,139,3,287,385,76,602
2322,2622000,1,1,1792,47,95,192,5,256,430,102,665
2323,2623000,1,1,1701,14,94,179,3,245,451,104,611
2324,2624000,1,1,1607,32,101,189,1,241,400,104,539
2325,2625000,1,1,1593,43,103,215,3,224,356,107,542
2326,2626000,1,1,1508,38,99,200,1,239,345,104,482
2327,2627000,1,1,1722,29,103,175,4,251,422,95,643
2328,2628000,1,1,1627,37,103,182,4,262,383,96,560
2329,2629000,1,1,1545,24,96,180,2,253,339,89,562
2330,2630000,1,1,1548,15,106,183,6,251,356,94,537
2331,2631000,1,1,1622,38,92,129,3,257,416,77,610
2332,2632000,1,1,1657,18,82,179,7,254,390,102,625
2333,2633000,1,1,1697,37,97,159,3,261,424,83,633
2334,2634000,1,1,1618,64,98,151,3,265,364,81,592
2335,2635000,1,1,1452,67,94,176,9,244,290,99,473
2336,2636000,1,1,1628,7,98,214,2,222,430,124,531
2337,2637000,1,1,1671,19,93,209,2,236,407,111,594
2338,2638000,1,1,1649,15,101,154,4,262,433,93,587
2339,2639000,1,1,1391,24,89,162,3,256,292,92,473
2340,2640000,1,1,1762,20,93,169,5,260,452,93,670
2341,2641000,1,1,1522,9,89,207,4,232,333,112,536
2342,2642000,1,1,1668,74,87,183,6,234,424,97,563
2343,2643000,1,1,1525,40,84,164,10,249,343,93,542
2344,2644000,1,1,1584,20,90,177,9,258,391,92,547
2345,2645000,1,1,1562,43,99,173,7,255,357,101,527
2346,2646000,1,1,1553,50,89,196,11,226,320,118,543
2347,2647000,1,1,1516,36,95,186,7,230,337,123,502
2348,2648000,1,1,1632,18,94,192,6,243,413,101,565
2349,2649000,1,1,1669,25,118,173,7,241,398,102,605
2350,2650000,1,1,1486,16,99,196,12,244,318,102,499
2351,2651000,1,1,1787,17,84,189,7,259,488,108,635
2352,2652000,1,1,1614,27,90,169,8,274,407,99,540
2353,2653000,1,1,1563,39,91,191,14,239,350,108,531
2354,2654000,1,1,1557,12,96,176,4,251,324,109,585
2355,2655000,1,1,1480,47,96,186,3,248,342,86,472
2356,2656000,1,1,1757,13,109,221,5,245,450,102,612
2357,2657000,1,1,1596,40,84,219,2,239,321,118,573
2358,2658000,1,1,1453,31,90,197,1,264,296,101,473
2359,2659000,1,1,1540,15,93,193,2,239,351,109,538
2360,2660000,1,1,1594,52,103,186,1,257,328,84,583
2361,2661000,1,1,1699,46,89,143,7,266,452,74,622
2362,2662000,1,1,1617,39,106,195,1,266,363,93,554
2363,2663000,1,1,1501,24,112,178,1,258,300,98,530
2364,2664000,1,1,1632,30,114,179,2,268,371,93,575
2365,2665000,1,1,1597,34,107,148,7,259,386,93,563
2366,2666000,1,1,1811,31,104,174,3,226,475,111,687
2367,2667000,1,1,1466,29,99,200,2,237,307,110,482
2368,2668000,1,1,1726,49,98,212,12,228,388,109,630
2369,2669000,1,1,1661,25,106,169,4,248,417,100,592
2370,2670000,1,1,1352,42,86,139,5,250,268,94,468
2371,2671000,1,1,1706,23,93,153,4,268,442,96,627
2372,2672000,1,1,1748,71,99,175,12,240,414,109,628
2373,2673000,1,1,1535,28,91,187,5,240,353,98,533
2374,2674000,1,1,1786,24,93,195,2,252,493,112,615
2375,2675000,1,1,1681,39,84,132,12,268,447,85,614
2376,2676000,1,1,1635,35,86,187,7,238,379,99,604
2377,2677000,1,1,1740,27,123,198,3,246,397,106,640
2378,2678000,1,1,1601,40,109,202,2,224,363,110,551
2379,2679000,1,1,1444,42,109,158,3,238,291,93,510
2380,2680000,1,1,1690,69,100,182,2,261,407,93,576
2381,2681000,1,1,1786,37,92,180,8,229,464,106,670
2382,2682000,1,1,1682,24,98,197,2,238,430,109,584
2383,2683000,1,1,1667,40,98,189,2,240,417,125,556
2384,2684000,1,1,1545,19,96,195,3,227,338,98,569
2385,2685000,1,1,1634,10,86,165,17,253,427,97,579
2386,2686000,1,1,1562,39,93,205,6,220,351,120,528
2387,2687000,1,1,1491,54,96,152,13,270,300,83,523
2388,2688000,1,1,1765,32,90,146,4,258,513,81,641
2389,2689000,1,1,1614,29,103,208,11,231,407,99,526
2390,2690000,1,1,1500,36,97,142,5,261,336,88,535
2391,2691000,1,1,1621,51,103,180,6,229,394,106,552
2392,2692000,1,1,1530,58,108,208,2,254,299,122,479
2393,2693000,1,1,1572,38,98,172,3,257,350,92,562
2394,2694000,1,1,1614,39,107,169,1,269,371,86,572
2395,2695000,1,1,1650,60,99,176,7,241,335,108,624
2396,2696000,1,1,1541,48,92,166,2,254,330,96,553
2397,2697000,1,1,1508,43,84,172,1,242,330,96,540
2398,2698000,1,1,1588,39,84,195,2,263,357,96,552
2399,2699000,1,1,1579,48,107,202,2,251,372,100,497
2400,2700000,1,1,1598,35,100,206,2,241,364,97,553
2401,2701000,1,1,1757,54,97,176,4,264,423,93,646
2402,2702000,1,1,1539,46,84,146,4,269,348,77,565
2403,2703000,1,1,1733,42,89,211,2,249,386,103,651
2404,2704000,1,1,1698,17,85,173,1,257,459,94,612
2405,2705000,1,1,1624,18,101,163,13,267,389,88,585
2406,2706000,1,1,1539,32,81,141,3,236,355,89,602
2407,2707000,1,1,1449,35,97,175,5,251,289,94,503
2408,2708000,1,1,1775,48,101,138,5,243,496,79,665
2409,2709000,1,1,1534,30,95,152,9,269,345,95,539
2410,2710000,1,1,1670,54,97,147,3,260,397,78,634
2411,2711000,1,1,1525,20,87,189,19,233,341,122,514
2412,2712000,1,1,1584,8,99,183,2,274,360,107,551
2413,2713000,1,1,1715,29,91,189,3,255,402,107,639
2414,2714000,1,1,1443,33,109,178,3,240,282,108,490
2415,2715000,1,1,1768,37,99,197,4,249,457,89,636
2416,2716000,1,1,1696,32,95,176,6,266,419,90,612
2417,2717000,1,1,1657,24,106,183,4,243,407,113,577
2418,2718000,1,1,1488,42,108,173,6,242,312,115,490
2419,2719000,1,1,1644,25,77,173,5,254,438,92,580
2420,2720000,1,1,1534,37,106,182,4,257,359,96,493
2421,2721000,1,1,1614,26,114,171,1,244,381,96,581
2422,2722000,1,1,1543,39,83,148,6,259,349,95,564
2423,2723000,1,1,1544,17,96,209,5,226,319,114,558
2424,2724000,1,1,1626,20,92,221,5,236,374,115,563
2425,2725000,1,1,1668,56,101,225,5,231,398,101,551
2426,2726000,1,1,1590,43,103,174,6,277,331,95,561
2427,2727000,1,1,1461,47,93,170,8,243,295,73,532
2428,2728000,1,1,1683,51,91,169,2,252,409,79,630
2429,2729000,1,1,1735,21,95,162,6,242,487,101,621
2430,2730000,1,1,1829,39,91,179,3,294,461,88,674
2431,2731000,1,1,1813,38,99,165,5,241,484,103,678
2432,2732000,1,1,1654,53,99,193,4,256,385,81,583
2433,2733000,1,1,1558,31,91,169,10,227,387,102,541
2434,2734000,1,1,1565,17,97,189,0,224,391,105,542
2435,2735000,1,1,1896,28,118,191,3,241,534,100,681
2436,2736000,1,1,1482,42,96,184,7,231,296,96,530
2437,2737000,1,1,1696,40,91,188,2,268,428,87,592
2438,2738000,1,1,1716,35,99,212,6,240,419,110,595
2439,2739000,1,1,1463,21,89,147,5,261,313,86,541
2440,2740000,1,1,1522,43,95,218,6,224,328,110,498
2441,2741000,1,1,1475,20,97,177,9,260,325,88,499
2442,2742000,1,1,1638,61,113,167,9,262,350,80,596
2443,2743000,1,1,1720,47,109,217,5,248,429,105,560
2444,2744000,1,1,1638,13,104,163,5,260,397,98,598
2445,2745000,1,1,1616,47,66,178,2,263,395,86,579
2446,2746000,1,1,1563,19,91,191,4,232,363,102,561
2447,2747000,1,1,1599,16,97,178,3,263,393,88,561
2448,2748000,1,1,1726,45,104,200,7,251,384,95,640
2449,2749000,1,1,1495,36,111,206,7,225,302,109,499
2450,2750000,1,1,1688,59,87,195,4,235,384,104,620
2451,2751000,1,1,1686,56,100,219,6,231,373,115,586
2452,2752000,1,1,1600,19,106,196,17,235,356,125,546
2453,2753000,1,1,1527,8,122,215,5,242,348,110,477
2454,2754000,1,1,1566,41,86,194,12,217,345,121,550
2455,2755000,1,1,1447,59,97,178,4,229,316,99,465
2456,2756000,1,1,1700,40,89,182,6,250,389,109,635
2457,2757000,1,1,1631,37,97,194,2,233,408,94,566
2458,2758000,1,1,1684,34,92,205,9,231,430,112,571
2459,2759000,1,1,1745,34,94,161,3,249,466,106,632
2460,2760000,1,1,1670,20,96,182,7,255,453,98,559
2461,2761000,1,1,1593,27,103,158,9,247,379,108,562
2462,2762000,1,1,1472,41,79,160,6,257,320,94,515
2463,2763000,1,1,1480,49,96,148,6,275,312,69,525
2464,2764000,1,1,1631,71,90,204,13,245,348,95,565
2465,2765000,1,1,1730,54,94,164,8,273,420,89,628
2466,2766000,1,1,1453,39,100,202,10,238,277,115,472
2467,2767000,1,1,1680,26,90,179,3,230,439,100,613
2468,2768000,1,1,1565,25,100,183,12,255,317,92,581
2469,2769000,1,1,1481,11,101,202,5,231,334,106,491
2470,2770000,1,1,1624,34,99,203,9,232,420,99,528
2471,2771000,1,1,1608,13,95,208,10,229,366,129,558
2472,2772000,1,1,1581,41,99,204,2,226,331,114,564
2473,2773000,1,1,1638,28,81,163,3,265,398,88,612
2474,2774000,1,1,1803,39,98,182,6,238,487,112,641
2475,2775000,1,1,1562,37,102,169,6,258,369,89,532
2476,2776000,1,1,1589,36,95,193,4,267,376,93,525
2477,2777000,1,1,1650,29,103,178,6,249,384,100,601
2478,2778000,1,1,1557,45,101,145,3,250,372,93,548
2479,2779000,1,1,1589,29,106,156,11,273,330,84,600
2480,2780000,1,1,1678,22,94,182,2,256,421,107,594
2481,2781000,1,1,1573,26,97,186,2,247,355,101,559
2482,2782000,1,1,1574,51,80,194,11,234,375,110,519
2483,2783000,1,1,1757,27,97,191,10,234,429,128,641
2484,2784000,1,1,1532,28,82,135,10,269,388,77,543
2485,2785000,1,1,1642,23,100,205,5,232,363,122,592
2486,2786000,1,1,1965,28,106,177,9,271,583,88,703
2487,2787000,1,1,1559,75,90,160,6,248,305,79,596
2488,2788000,1,1,1869,51,81,137,8,264,506,82,740
2489,2789000,1,1,1689,53,101,213,3,258,377,111,573
2490,2790000,1,1,1609,33,102,122,1,264,400,83,604
2491,2791000,1,1,1598,41,103,225,2,249,311,100,567
2492,2792000,1,1,1517,37,105,199,4,228,334,112,498
2493,2793000,1,1,1793,30,104,144,12,269,486,93,655
2494,2794000,1,1,1608,48,98,206,5,237,336,105,573
2495,2795000,1,1,1531,44,100,203,8,222,291,119,544
2496,2796000,1,1,1657,46,85,140,7,270,395,83,631
2497,2797000,1,1,1874,37,90,183,8,240,560,105,651
2498,2798000,1,1,1476,19,104,185,4,234,341,97,492
2499,2799000,1,1,1602,38,91,226,8,262,308,111,558
2500,2800000,1,1,1558,52,99,149,8,271,331,87,561
2501,2801000,1,1,1817,55,102,161,3,256,473,81,686
2502,2802000,1,1,1549,31,99,208,8,231,335,122,515
2503,2803000,1,1,1555,27,98,170,9,241,356,101,553
2504,2804000,1,1,1852,31,93,185,6,257,527,95,658
2505,2805000,1,1,1646,57,96,160,6,234,399,102,592
2506,2806000,1,1,1673,25,81,170,8,255,385,91,658
2507,2807000,1,1,1605,55,102,121,7,271,382,65,602
2508,2808000,1,1,1553,18,101,195,11,225,339,121,543
2509,2809000,1,1,1587,39,114,195,3,234,347,106,549
2510,2810000,1,1,1659,63,108,177,6,260,378,92,575
2511,2811000,1,1,1562,61,85,160,8,250,360,91,547
2512,2812000,1,1,1528,33,101,160,8,282,335,74,535
2513,2813000,1,1,1517,20,87,232,3,223,330,120,502
2514,2814000,1,1,1757,45,94,152,6,260,453,101,646
2515,2815000,1,1,1674,30,110,185,2,264,399,89,595
2516,2816000,1,1,1592,24,105,182,3,248,395,104,531
2517,2817000,1,1,1764,21,90,188,5,237,508,108,607
2518,2818000,1,1,1659,37,87,194,5,248,410,101,577
2519,2819000,1,1,1558,16,123,163,5,256,371,92,532
2520,2820000,1,1,1679,30,105,175,1,251,444,96,577
2521,2821000,1,1,1585,27,114,202,1,237,358,105,541
2522,2822000,1,1,1604,8,88,198,4,240,375,104,587
2523,2823000,1,1,1565,12,94,171,6,247,394,99,542
2524,2824000,1,1,1554,16,100,183,6,235,391,117,506
2525,2825000,1,1,1593,7,92,236,6,203,374,119,556
2526,2826000,1,1,1555,44,104,146,0,252,328,78,603
2527,2827000,1,1,1512,32,96,197,0,249,317,95,526
2528,2828000,1,1,1624,20,100,229,1,228,402,107,537
2529,2829000,1,1,1566,17,100,199,1,226,360,108,555
2530,2830000,1,1,1690,56,97,204,0,241,413,107,572
2531,2831000,1,1,1700,15,96,181,2,239,456,99,612
2532,2832000,1,1,1584,28,109,150,2,267,369,90,569
2533,2833000,1,1,1504,29,89,191,4,208,342,117,524
2534,2834000,1,1,1646,38,96,186,3,228,395,97,603
2535,2835000,1,1,1661,45,98,214,6,263,363,108,564
2536,2836000,1,1,1711,25,86,176,1,273,435,94,621
2537,2837000,1,1,1603,9,97,182,5,247,382,94,587
2538,2838000,1,1,1558,48,107,209,5,222,334,113,520
2539,2839000,1,1,1462,42,98,162,8,245,324,85,498
2540,2840000,1,1,1400,51,84,140,5,259,290,77,494
2541,2841000,1,1,1529,76,96,194,4,236,308,89,526
2542,2842000,1,1,1567,19,86,222,11,223,353,124,529
2543,2843000,1,1,1696,67,106,226,3,272,375,91,556
2544,2844000,1,1,1545,40,95,168,15,230,360,107,530
2545,2845000,1,1,1767,33,115,187,6,253,461,101,611
2546,2846000,1,1,1476,28,91,176,2,250,298,98,533
2547,2847000,1,1,1858,40,109,175,8,248,490,92,696
2548,2848000,1,1,1642,42,93,151,8,258,407,94,589
2549,2849000,1,1,1493,30,95,170,8,267,319,84,520
2550,2850000,1,1,1505,39,105,190,9,226,322,106,508
2551,2851000,1,1,1424,28,96,187,5,252,261,97,498
2552,2852000,1,1,1679,16,84,178,5,248,432,106,610
2553,2853000,1,1,1611,45,112,199,2,241,394,82,536
2554,2854000,1,1,1707,24,105,169,2,242,445,92,628
2555,2855000,1,1,1723,15,98,192,5,242,451,108,612
2556,2856000,1,1,1621,48,86,189,6,236,358,113,585
2557,2857000,1,1,1701,36,89,191,8,235,414,104,624
2558,2858000,1,1,1506,51,88,155,5,250,320,94,543
2559,2859000,1,1,1554,27,98,130,3,259,391,99,547
2560,2860000,1,1,1765,42,119,182,10,254,422,98,638
2561,2861000,1,1,1561,19,87,176,9,258,348,107,557
2562,2862000,1,1,1514,47,91,192,7,239,319,133,486
2563,2863000,1,1,1878,54,97,197,4,217,539,117,653
2564,2864000,1,1,1586,36,106,166,1,264,361,90,562
2565,2865000,1,1,1492,22,90,203,8,255,327,112,475
2566,2866000,1,1,1746,41,96,141,5,255,459,92,657
2567,2867000,1,1,1709,32,100,168,12,240,425,98,634
2568,2868000,1,1,1700,10,111,217,5,223,439,122,573
2569,2869000,1,1,1566,7,101,185,1,241,352,104,575
2570,2870000,1,1,1539,49,98,191,0,230,390,110,471
2571,2871000,1,1,1696,24,104,185,1,261,412,94,615
2572,2872000,1,1,1609,29,92,192,2,218,386,121,569
2573,2873000,1,1,1431,33,92,159,5,255,253,83,551
2574,2874000,1,1,1521,23,83,175,6,250,313,102,569
2575,2875000,1,1,1602,47,103,163,5,288,337,65,594
2576,2876000,1,1,1728,33,103,194,5,245,434,103,611
2577,2877000,1,1,1559,32,91,157,11,253,356,101,558
2578,2878000,1,1,1670,36,97,200,4,229,388,125,591
2579,2879000,1,1,1466,36,110,152,10,241,284,98,535
2580,2880000,1,1,1698,34,112,184,10,252,430,107,569
2581,2881000,1,1,1675,15,105,191,7,256,392,109,600
2582,2882000,1,1,1812,43,84,200,2,285,435,80,683
2583,2883000,1,1,1706,44,108,176,4,261,422,92,599
2584,2884000,1,1,1789,56,107,215,10,229,413,99,660
2585,2885000,1,1,1875,27,113,131,6,255,544,92,707
2586,2886000,1,1,1474,27,90,187,4,227,302,100,537
2587,2887000,1,1,1681,24,91,186,0,240,434,96,610
2588,2888000,1,1,1763,43,90,191,4,264,444,86,641
2589,2889000,1,1,1641,41,101,204,6,215,369,117,588
2590,2890000,1,1,1942,44,84,177,3,243,535,95,761
2591,2891000,1,1,1415,41,98,178,2,269,263,90,474
2592,2892000,1,1,1612,31,101,150,14,262,391,95,568
2593,2893000,1,1,1461,18,114,178,5,261,291,89,505
2594,2894000,1,1,1486,20,93,154,6,244,301,91,577
2595,2895000,1,1,1878,62,98,186,8,231,509,110,674
2596,2896000,1,1,1651,19,103,217,9,237,386,122,558
2597,2897000,1,1,1794,11,104,169,1,260,464,94,691
2598,2898000,1,1,1615,43,85,205,5,239,378,109,551
2599,2899000,1,1,1569,24,91,184,23,245,362,117,523
2600,2900000,1,1,1519,10,101,188,5,254,351,111,499
2601,2901000,1,1,1628,20,110,201,1,256,354,96,590
2602,2902000,1,1,1635,34,110,200,5,239,381,110,556
2603,2903000,1,1,1765,11,83,209,5,255,462,109,631
2604,2904000,1,1,1477,12,90,174,11,231,325,109,525
2605,2905000,1,1,1674,23,106,168,7,246,422,86,616
2606,2906000,1,1,1670,41,97,158,11,232,420,109,602
2607,2907000,1,1,1767,35,116,179,3,252,477,101,604
2608,2908000,1,1,1565,32,86,178,5,250,357,82,575
2609,2909000,1,1,1630,39,96,205,10,224,370,131,555
2610,2910000,1,1,1482,46,89,133,5,249,343,77,540
2611,2911000,1,1,1697,18,102,183,5,236,468,100,585
2612,2912000,1,1,1693,23,106,214,5,229,399,118,599
2613,2913000,1,1,1488,38,92,168,8,264,320,103,495
2614,2914000,1,1,1906,32,91,158,2,257,543,75,748
2615,2915000,1,1,1744,18,103,180,3,251,433,106,650
2616,2916000,1,1,1624,42,100,144,4,232,389,99,614
2617,2917000,1,1,1593,40,124,175,4,232,356,95,567
2618,2918000,1,1,1703,44,103,179,2,272,391,93,619
2619,2919000,1,1,1512,51,96,155,4,255,319,84,548
2620,2920000,1,1,1442,53,99,177,6,236,263,94,514
2621,2921000,1,1,1507,40,102,211,1,241,338,101,473
2622,2922000,1,1,1585,66,93,155,3,243,349,87,589
2623,2923000,1,1,1474,33,95,214,3,225,318,113,473
2624,2924000,1,1,1570,45,97,163,3,241,354,101,566
2625,2925000,1,1,1523,23,93,204,3,223,368,113,496
2626,2926000,1,1,1562,51,85,150,7,262,383,84,540
2627,2927000,1,1,1757,74,98,195,1,240,413,106,630
2628,2928000,1,1,1509,15,96,179,1,256,329,94,539
2629,2929000,1,1,1461,26,102,181,9,243,339,99,462
2630,2930000,1,1,1608,32,101,194,3,252,354,107,565
2631,2931000,1,1,1666,31,88,152,6,268,437,89,595
2632,2932000,1,1,1558,43,99,160,5,239,382,85,545
2633,2933000,1,1,1577,36,98,184,2,251,369,95,542
2634,2934000,1,1,1635,46,90,149,10,262,395,81,602
2635,2935000,1,1,1602,23,98,155,1,244,404,83,594
2636,2936000,1,1,1581,28,106,207,1,263,366,101,509
2637,2937000,1,1,1636,38,110,197,2,274,408,98,509
2638,2938000,1,1,1625,17,88,153,9,260,422,100,576
2639,2939000,1,1,1582,27,88,180,6,235,396,102,548
2640,2940000,1,1,1752,47,105,229,5,199,440,123,604
2641,2941000,1,1,1462,40,90,147,3,241,315,92,534
2642,2942000,1,1,1717,33,97,206,2,261,415,98,605
2643,2943000,1,1,1680,26,111,174,1,250,419,87,612
2644,2944000,1,1,1500,53,97,136,4,253,327,88,542
2645,2945000,1,1,1576,12,82,179,3,226,411,100,563
2646,2946000,1,1,1755,17,94,165,6,259,465,83,666
2647,2947000,1,1,1584,43,84,133,11,247,383,83,600
2648,2948000,1,1,1685,57,113,202,2,244,398,104,565
2649,2949000,1,1,1538,41,99,153,2,252,354,100,537
2650,2950000,1,1,1531,20,101,204,2,211,333,116,544
2651,2951000,1,1,1570,44,114,163,1,264,364,88,532
2652,2952000,1,1,1730,16,104,221,3,219,392,117,658
2653,2953000,1,1,1498,33,96,169,12,238,323,100,527
2654,2954000,1,1,1441,36,84,185,6,226,305,110,489
2655,2955000,1,1,1571,52,85,200,14,219,336,117,548
2656,2956000,1,1,1667,34,79,161,3,246,438,109,597
2657,2957000,1,1,1545,38,108,205,1,247,332,98,516
2658,2958000,1,1,1486,54,83,174,3,262,287,78,545
2659,2959000,1,1,1601,38,90,189,4,268,359,92,561
2660,2960000,1,1,1527,48,83,189,3,245,318,90,551
2661,2961000,1,1,1769,53,99,192,4,249,428,92,652
2662,2962000,1,1,1582,29,86,177,5,233,416,104,532
2663,2963000,1,1,1467,26,94,166,2,244,320,86,529
2664,2964000,1,1,1386,44,101,190,4,220,289,103,435
2665,2965000,1,1,1526,10,90,165,12,240,360,103,546
2666,2966000,1,1,1513,14,103,168,11,250,381,100,486
2667,2967000,1,1,1547,53,100,144,7,243,363,90,547
2668,2968000,1,1,1672,24,91,188,6,249,392,109,613
2669,2969000,1,1,1572,60,98,191,0,233,359,96,535
2670,2970000,1,1,1567,15,98,162,2,242,390,102,556
2671,2971000,1,1,1583,13,92,181,1,237,359,108,592
