"posterior_row","iteration","tree_no","map_within_draw","total_changes","q12","q13","q21","q24","q31","q34","q42","q43"
1693,1993000,1,1,1650,18,87,206,1,226,380,111,621
1694,1994000,1,1,1866,31,100,201,0,242,486,99,707
1695,1995000,1,1,1464,32,107,164,0,263,298,91,509
1696,1996000,1,1,1569,35,109,179,0,238,349,110,549
1697,1997000,1,1,1737,32,101,186,1,247,475,94,601
1698,1998000,1,1,1390,30,100,147,1,257,275,79,501
1699,1999000,1,1,1722,26,91,178,1,241,472,92,621
1700,2000000,1,1,1573,27,96,164,0,266,369,89,562
1701,2001000,1,1,1597,26,113,179,2,256,326,102,593
1702,2002000,1,1,1663,19,104,248,0,207,404,118,563
1703,2003000,1,1,1565,27,90,193,3,256,335,97,564
1704,2004000,1,1,1554,43,110,136,0,256,389,86,534
1705,2005000,1,1,1617,37,115,197,3,258,368,97,542
1706,2006000,1,1,1573,40,110,155,21,280,332,95,540
1707,2007000,1,1,1478,52,87,171,4,241,300,99,524
1708,2008000,1,1,1484,39,101,175,2,258,290,92,527
1709,2009000,1,1,1739,14,98,179,1,267,435,87,658
1710,2010000,1,1,1589,23,100,194,4,273,304,93,598
1711,2011000,1,1,1645,21,118,171,13,256,404,101,561
1712,2012000,1,1,1490,47,97,152,3,242,336,96,517
1713,2013000,1,1,1565,57,108,196,3,238,370,111,482
1714,2014000,1,1,1574,38,86,189,2,234,382,88,555
1715,2015000,1,1,1746,57,101,186,5,231,454,97,615
1716,2016000,1,1,1552,36,95,208,3,244,321,108,537
1717,2017000,1,1,1547,8,92,188,4,241,390,109,515
1718,2018000,1,1,1582,27,98,188,7,256,354,89,563
1719,2019000,1,1,1491,42,93,188,9,250,275,92,542
1720,2020000,1,1,1586,29,96,174,5,241,365,86,590
1721,2021000,1,1,1737,23,101,216,4,218,425,126,624
1722,2022000,1,1,1944,22,100,177,2,258,565,86,734
1723,2023000,1,1,1738,40,99,223,3,227,427,115,604
1724,2024000,1,1,1604,38,93,150,4,283,360,70,606
1725,2025000,1,1,1586,66,84,177,4,246,366,97,546
1726,2026000,1,1,1619,23,81,162,8,250,400,90,605
1727,2027000,1,1,1756,52,90,227,6,217,439,122,603
1728,2028000,1,1,1466,9,78,206,15,246,314,123,475
1729,2029000,1,1,1527,24,101,160,1,255,399,90,497
1730,2030000,1,1,1579,18,99,201,1,250,358,97,555
1731,2031000,1,1,1819,24,113,187,3,257,504,112,619
1732,2032000,1,1,1544,29,93,190,4,232,345,100,551
1733,2033000,1,1,1786,62,103,148,2,270,496,67,638
1734,2034000,1,1,1593,13,100,171,8,262,398,93,548
1735,2035000,1,1,1560,57,92,161,5,253,351,90,551
1736,2036000,1,1,1424,45,81,135,4,267,295,78,519
1737,2037000,1,1,1597,66,91,166,4,255,366,86,563
1738,2038000,1,1,1599,36,108,183,3,250,355,94,570
1739,2039000,1,1,1607,32,97,186,3,236,367,110,576
1740,2040000,1,1,1522,35,120,142,5,256,332,87,545
1741,2041000,1,1,1500,61,98,224,4,231,311,110,461
1742,2042000,1,1,1569,33,102,145,3,254,383,89,560
1743,2043000,1,1,1701,70,91,215,10,219,379,116,601
1744,2044000,1,1,1651,25,87,187,5,247,408,98,594
1745,2045000,1,1,1623,57,104,154,3,279,369,87,570
1746,2046000,1,1,1865,42,97,187,7,260,527,98,647
1747,2047000,1,1,1570,28,101,192,5,237,353,109,545
1748,2048000,1,1,1437,19,86,167,0,237,307,93,528
1749,2049000,1,1,1442,33,100,162,7,248,279,95,518
1750,2050000,1,1,1729,32,99,156,8,275,429,86,644
1751,2051000,1,1,1589,15,90,228,6,225,379,134,512
1752,2052000,1,1,1549,32,114,180,0,235,360,87,541
1753,2053000,1,1,1538,24,112,180,1,258,329,100,534
1754,2054000,1,1,1570,36,100,203,0,256,338,94,543
1755,2055000,1,1,1646,63,109,193,2,235,405,98,541
1756,2056000,1,1,1552,21,90,196,2,223,334,109,577
1757,2057000,1,1,1521,41,100,207,2,241,317,98,515
1758,2058000,1,1,1592,26,107,158,3,250,362,78,608
1759,2059000,1,1,1577,46,101,196,7,232,379,114,502
1760,2060000,1,1,1676,55,100,216,10,229,371,115,580
1761,2061000,1,1,1761,30,90,158,7,270,455,79,672
1762,2062000,1,1,1899,45,92,181,4,268,531,86,692
1763,2063000,1,1,1442,23,92,162,11,230,304,104,516
1764,2064000,1,1,1577,38,85,215,8,238,374,98,521
1765,2065000,1,1,1604,35,91,201,12,239,351,108,567
1766,2066000,1,1,1560,33,97,159,0,258,335,89,589
1767,2067000,1,1,1654,22,111,220,0,235,377,112,577
1768,2068000,1,1,1642,66,102,151,0,256,400,80,587
1769,2069000,1,1,1637,16,98,163,2,235,439,93,591
1770,2070000,1,1,1675,54,100,168,1,261,400,86,605
1771,2071000,1,1,1810,15,109,177,1,242,523,95,648
1772,2072000,1,1,1648,22,93,199,15,236,370,117,596
1773,2073000,1,1,1716,14,97,169,8,264,442,104,618
1774,2074000,1,1,1745,44,106,165,9,232,451,106,632
1775,2075000,1,1,1775,25,92,158,5,264,477,92,662
1776,2076000,1,1,1535,32,104,171,3,238,351,106,530
1777,2077000,1,1,1627,16,84,168,1,260,383,93,622
1778,2078000,1,1,1677,34,107,157,6,262,415,98,598
1779,2079000,1,1,1632,42,84,201,3,241,406,110,545
1780,2080000,1,1,1522,28,90,175,7,224,335,123,540
1781,2081000,1,1,1667,23,105,186,4,250,394,100,605
1782,2082000,1,1,1770,18,100,192,1,235,470,96,658
1783,2083000,1,1,1460,27,88,153,2,259,318,87,526
1784,2084000,1,1,1560,2,90,205,8,236,385,113,521
1785,2085000,1,1,1728,23,75,189,5,253,450,106,627
1786,2086000,1,1,1656,49,97,172,8,237,393,104,596
1787,2087000,1,1,1739,31,121,167,2,243,460,97,618
1788,2088000,1,1,1702,56,96,158,7,272,444,86,583
1789,2089000,1,1,1619,38,132,231,4,233,332,105,544
1790,2090000,1,1,1568,33,96,165,6,245,347,85,591
1791,2091000,1,1,1724,49,99,185,9,251,424,103,604
1792,2092000,1,1,1582,32,93,169,9,240,380,111,548
1793,2093000,1,1,1584,23,106,187,8,253,363,100,544
1794,2094000,1,1,1548,20,113,179,3,254,372,96,511
1795,2095000,1,1,1647,48,91,183,9,252,377,95,592
1796,2096000,1,1,1568,27,90,190,9,224,351,113,564
1797,2097000,1,1,1752,30,84,193,3,251,457,95,639
1798,2098000,1,1,1627,53,111,137,10,278,356,77,605
1799,2099000,1,1,1658,48,92,181,8,239,411,101,578
1800,2100000,1,1,1440,13,105,200,3,224,319,116,460
1801,2101000,1,1,1546,21,94,204,2,222,337,112,554
1802,2102000,1,1,1694,29,95,194,2,231,427,99,617
1803,2103000,1,1,1754,23,102,166,2,259,470,93,639
1804,2104000,1,1,1491,53,84,159,4,244,342,110,495
1805,2105000,1,1,1657,24,123,197,9,259,386,90,569
1806,2106000,1,1,1687,62,107,144,7,265,396,88,618
1807,2107000,1,1,1532,55,97,189,3,253,284,92,559
1808,2108000,1,1,1807,19,105,178,6,246,497,108,648
1809,2109000,1,1,1676,17,94,193,1,238,439,106,588
1810,2110000,1,1,1828,14,114,187,5,263,462,104,679
1811,2111000,1,1,1597,9,101,181,11,238,338,120,599
1812,2112000,1,1,1747,51,102,191,6,251,396,106,644
1813,2113000,1,1,1594,35,101,188,7,227,353,106,577
1814,2114000,1,1,1597,33,112,144,5,275,399,74,555
1815,2115000,1,1,1432,33,78,172,11,259,281,97,501
1816,2116000,1,1,1794,47,116,200,6,250,433,102,640
1817,2117000,1,1,1645,37,114,161,2,271,416,92,552
1818,2118000,1,1,1633,36,102,215,11,229,356,104,580
1819,2119000,1,1,1737,40,95,151,4,248,476,100,623
1820,2120000,1,1,1559,15,101,187,1,245,377,101,532
1821,2121000,1,1,1635,53,99,157,2,241,397,96,590
1822,2122000,1,1,1776,87,93,204,5,230,437,109,611
1823,2123000,1,1,1535,73,99,169,10,244,279,92,569
1824,2124000,1,1,1678,47,98,220,3,255,371,100,584
1825,2125000,1,1,1731,55,89,196,2,243,424,96,626
1826,2126000,1,1,1564,36,104,149,2,248,401,84,540
1827,2127000,1,1,1409,56,91,163,2,242,284,96,475
1828,2128000,1,1,1616,26,102,198,14,248,339,111,578
1829,2129000,1,1,1444,27,74,176,6,250,334,96,481
1830,2130000,1,1,1777,25,119,176,9,257,448,100,643
1831,2131000,1,1,1559,46,93,145,5,270,375,91,534
1832,2132000,1,1,1558,45,113,180,6,276,309,65,564
1833,2133000,1,1,1642,15,92,236,7,203,382,136,571
1834,2134000,1,1,1632,33,92,179,8,260,389,84,587
1835,2135000,1,1,1674,47,82,174,10,238,465,108,550
1836,2136000,1,1,1755,36,87,199,2,220,449,115,647
1837,2137000,1,1,1582,26,106,176,2,246,343,94,589
1838,2138000,1,1,1786,29,100,136,7,261,507,97,649
1839,2139000,1,1,1529,44,100,182,3,241,339,100,520
1840,2140000,1,1,1649,31,93,144,2,263,411,89,616
1841,2141000,1,1,1439,34,92,199,6,229,310,107,462
1842,2142000,1,1,1808,38,96,171,1,245,493,82,682
1843,2143000,1,1,1657,21,115,166,3,262,407,95,588
1844,2144000,1,1,1528,46,102,159,7,239,345,100,530
1845,2145000,1,1,1446,25,98,165,5,253,334,107,459
1846,2146000,1,1,1626,35,98,163,5,266,406,85,568
1847,2147000,1,1,1610,29,98,154,8,257,399,81,584
1848,2148000,1,1,1624,28,99,156,3,260,394,94,590
1849,2149000,1,1,1764,20,96,201,6,225,483,100,633
1850,2150000,1,1,1774,36,104,172,3,237,484,93,645
1851,2151000,1,1,1547,27,99,150,2,244,346,103,576
1852,2152000,1,1,1428,41,97,180,2,253,300,91,464
1853,2153000,1,1,1789,25,98,198,10,231,482,115,630
1854,2154000,1,1,1569,33,97,165,5,245,375,104,545
1855,2155000,1,1,1719,56,105,195,3,234,417,109,600
1856,2156000,1,1,1579,28,98,197,1,231,401,109,514
1857,2157000,1,1,1690,18,93,211,9,227,416,124,592
1858,2158000,1,1,1644,22,85,186,3,231,437,109,571
1859,2159000,1,1,1598,39,103,165,3,240,380,108,560
1860,2160000,1,1,1634,20,100,196,3,226,421,101,567
1861,2161000,1,1,1582,28,92,182,2,258,373,90,557
1862,2162000,1,1,1536,31,97,157,1,254,329,89,578
1863,2163000,1,1,1609,42,105,225,1,238,392,111,495
1864,2164000,1,1,1607,18,90,185,8,246,379,101,580
1865,2165000,1,1,1621,16,85,163,6,252,430,84,585
1866,2166000,1,1,1753,67,98,153,5,275,466,76,613
1867,2167000,1,1,1735,21,96,170,3,257,436,90,662
1868,2168000,1,1,1651,18,95,151,5,274,426,84,598
1869,2169000,1,1,1634,37,90,193,5,238,387,101,583
1870,2170000,1,1,1475,25,93,168,6,247,343,94,499
1871,2171000,1,1,1458,15,103,177,4,236,297,102,524
1872,2172000,1,1,1468,19,97,199,7,247,292,109,498
1873,2173000,1,1,1535,56,92,180,13,262,349,85,498
1874,2174000,1,1,1603,19,98,169,4,230,405,103,575
1875,2175000,1,1,1597,22,82,189,5,257,355,97,590
1876,2176000,1,1,1670,9,108,185,5,262,409,116,576
1877,2177000,1,1,1526,47,94,166,8,238,345,84,544
1878,2178000,1,1,1777,14,87,193,4,250,462,116,651
1879,2179000,1,1,1538,22,91,194,8,229,342,118,534
1880,2180000,1,1,1760,39,104,173,9,246,487,89,613
1881,2181000,1,1,1581,29,89,170,5,245,328,110,605
1882,2182000,1,1,1612,49,84,190,1,265,354,89,580
1883,2183000,1,1,1903,27,103,170,9,270,485,73,766
1884,2184000,1,1,1700,33,115,184,2,249,458,96,563
1885,2185000,1,1,1645,42,90,131,4,263,397,71,647
1886,2186000,1,1,1473,46,101,162,3,251,336,102,472
1887,2187000,1,1,1588,37,100,179,3,248,367,89,565
1888,2188000,1,1,1813,11,104,219,4,244,471,128,632
1889,2189000,1,1,1508,53,101,168,6,250,281,108,541
1890,2190000,1,1,1697,47,98,224,3,238,395,116,576
1891,2191000,1,1,1613,27,64,176,4,298,373,83,588
1892,2192000,1,1,1535,32,84,169,4,247,358,98,543
1893,2193000,1,1,1406,29,102,136,4,270,292,94,479
1894,2194000,1,1,1787,31,116,195,2,254,445,109,635
1895,2195000,1,1,1761,34,94,190,5,262,440,97,639
1896,2196000,1,1,1450,35,96,166,1,238,314,94,506
1897,2197000,1,1,1617,51,90,173,6,248,389,109,551
1898,2198000,1,1,1488,25,89,178,9,244,315,107,521
1899,2199000,1,1,1543,36,90,183,6,260,356,100,512
1900,2200000,1,1,1662,24,88,205,12,213,428,114,578
1901,2201000,1,1,1688,20,89,180,5,261,436,96,601
1902,2202000,1,1,1674,51,94,120,10,266,443,82,608
1903,2203000,1,1,1586,42,101,139,13,265,340,91,595
1904,2204000,1,1,1529,40,92,163,8,267,367,80,512
1905,2205000,1,1,1782,4,113,193,5,217,461,121,668
1906,2206000,1,1,1485,55,97,200,4,232,299,98,500
1907,2207000,1,1,1640,49,88,225,8,225,377,111,557
1908,2208000,1,1,1675,20,105,204,2,228,426,107,583
1909,2209000,1,1,1764,32,99,215,1,233,448,116,620
1910,2210000,1,1,1771,22,83,190,7,224,484,112,649
1911,2211000,1,1,1400,32,91,180,2,239,259,93,504
1912,2212000,1,1,1673,41,100,182,3,252,438,102,555
1913,2213000,1,1,1561,42,103,146,3,243,356,92,576
1914,2214000,1,1,1532,28,106,186,4,269,314,94,531
1915,2215000,1,1,1731,22,96,163,12,231,486,104,617
1916,2216000,1,1,1615,32,86,197,1,256,360,95,588
1917,2217000,1,1,1521,53,92,180,5,245,321,90,535
1918,2218000,1,1,1535,44,100,187,5,237,303,98,561
1919,2219000,1,1,1682,43,101,188,0,275,394,71,610
1920,2220000,1,1,1730,51,107,204,6,235,415,107,605
1921,2221000,1,1,1679,32,101,154,9,269,408,90,616
1922,2222000,1,1,1686,72,101,198,4,250,401,103,557
1923,2223000,1,1,1664,50,84,175,7,252,371,98,627
1924,2224000,1,1,1678,19,102,203,3,248,395,114,594
1925,2225000,1,1,1685,25,96,195,3,249,444,108,565
1926,2226000,1,1,1549,18,101,187,10,229,354,120,530
1927,2227000,1,1,1546,27,106,198,3,224,350,101,537
1928,2228000,1,1,1512,28,106,176,5,250,354,97,496
1929,2229000,1,1,1688,36,84,199,1,267,402,94,605
1930,2230000,1,1,1653,28,91,156,2,254,436,79,607
1931,2231000,1,1,1846,50,87,205,8,230,455,116,695
1932,2232000,1,1,1706,40,82,137,9,290,423,71,654
1933,2233000,1,1,1736,17,89,171,5,270,410,96,678
1934,2234000,1,1,1546,31,94,188,7,212,326,131,557
1935,2235000,1,1,1562,18,86,165,9,267,377,83,557
1936,2236000,1,1,1623,36,100,163,3,255,383,95,588
1937,2237000,1,1,1699,35,92,185,13,234,416,105,619
1938,2238000,1,1,1697,47,89,209,7,257,373,87,628
1939,2239000,1,1,1689,4,91,212,7,211,449,126,589
1940,2240000,1,1,1529,21,99,165,4,243,371,108,518
1941,2241000,1,1,1586,43,112,133,3,265,389,88,553
1942,2242000,1,1,1609,34,86,151,23,239,356,115,605
1943,2243000,1,1,1766,13,90,205,5,245,467,99,642
1944,2244000,1,1,1583,26,94,199,2,231,355,108,568
1945,2245000,1,1,1534,47,105,172,2,237,326,101,544
1946,2246000,1,1,1480,19,109,203,7,230,296,102,514
1947,2247000,1,1,1675,45,98,184,8,226,400,105,609
1948,2248000,1,1,1615,39,80,148,6,263,395,106,578
1949,2249000,1,1,1670,36,92,205,9,251,380,104,593
1950,2250000,1,1,1655,16,87,198,4,243,432,109,566
1951,2251000,1,1,1555,38,94,170,2,252,374,89,536
1952,2252000,1,1,1769,20,96,170,2,238,507,104,632
1953,2253000,1,1,1338,33,84,166,5,261,230,82,477
1954,2254000,1,1,1779,30,108,169,2,267,455,85,663
1955,2255000,1,1,1598,32,93,196,2,228,360,105,582
1956,2256000,1,1,1616,25,115,225,2,238,344,115,552
1957,2257000,1,1,1797,23,105,196,1,242,496,101,633
1958,2258000,1,1,1580,17,100,154,2,242,409,90,566
1959,2259000,1,1,1666,20,104,184,4,249,409,108,588
1960,2260000,1,1,1573,53,92,182,7,250,347,98,544
1961,2261000,1,1,1472,54,113,184,2,242,291,100,486
1962,2262000,1,1,1523,36,99,150,21,246,343,106,522
1963,2263000,1,1,1533,46,89,152,15,268,321,89,553
1964,2264000,1,1,1783,27,89,158,11,256,511,82,649
1965,2265000,1,1,1441,29,101,186,3,244,298,87,493
1966,2266000,1,1,1735,36,91,169,3,283,447,75,631
1967,2267000,1,1,1682,12,91,194,4,265,435,90,591
1968,2268000,1,1,1712,66,87,146,5,258,466,79,605
1969,2269000,1,1,1459,33,101,177,0,238,306,103,501
1970,2270000,1,1,1737,2,103,191,1,239,466,104,631
1971,2271000,1,1,1996,16,91,181,1,272,574,93,768
1972,2272000,1,1,1674,45,100,201,3,238,385,106,596
1973,2273000,1,1,1607,20,103,232,5,189,373,130,555
1974,2274000,1,1,1638,43,117,173,2,229,412,80,582
1975,2275000,1,1,1659,94,99,209,5,258,357,89,548
1976,2276000,1,1,1612,46,112,166,4,258,338,89,599
1977,2277000,1,1,1769,39,98,215,3,233,445,109,627
1978,2278000,1,1,1468,32,100,157,3,238,298,97,543
1979,2279000,1,1,1552,39,97,162,2,245,347,88,572
1980,2280000,1,1,1558,23,93,185,10,254,346,97,550
1981,2281000,1,1,1555,64,96,189,6,229,349,100,522
1982,2282000,1,1,1500,41,98,184,5,255,285,98,534
1983,2283000,1,1,1597,41,102,152,4,251,372,95,580
1984,2284000,1,1,1692,23,93,209,12,235,419,116,585
1985,2285000,1,1,1601,13,92,184,2,256,338,106,610
1986,2286000,1,1,1618,43,104,232,3,217,376,137,506
1987,2287000,1,1,1647,56,101,175,1,250,407,91,566
1988,2288000,1,1,1642,27,85,170,5,237,427,96,595
1989,2289000,1,1,1725,66,83,169,6,251,478,95,577
1990,2290000,1,1,1656,68,95,177,4,273,384,89,566
1991,2291000,1,1,1542,29,96,211,7,221,323,116,539
1992,2292000,1,1,1667,38,101,166,5,270,397,80,610
1993,2293000,1,1,1471,25,111,211,1,239,311,103,470
1994,2294000,1,1,1619,48,100,167,3,248,377,81,595
1995,2295000,1,1,1542,61,106,151,7,245,320,84,568
1996,2296000,1,1,1648,15,86,183,6,218,427,114,599
1997,2297000,1,1,1607,57,95,181,4,307,355,78,530
1998,2298000,1,1,1735,16,94,181,9,249,446,99,641
1999,2299000,1,1,1776,83,93,178,9,246,492,83,592
2000,2300000,1,1,1627,24,113,190,2,260,383,92,563
2001,2301000,1,1,1427,20,110,189,1,240,320,102,445
2002,2302000,1,1,1575,20,101,188,4,253,361,90,558
2003,2303000,1,1,1542,41,110,176,4,236,339,89,547
2004,2304000,1,1,1618,30,98,161,0,258,407,86,578
2005,2305000,1,1,1720,31,91,243,1,236,402,119,597
2006,2306000,1,1,1770,17,107,214,1,240,449,107,635
2007,2307000,1,1,1721,34,81,159,3,294,411,88,651
2008,2308000,1,1,1822,27,103,200,2,226,498,117,649
2009,2309000,1,1,1549,41,94,166,4,228,366,112,538
2010,2310000,1,1,1515,30,107,207,2,239,339,97,494
2011,2311000,1,1,1599,39,107,183,3,243,379,99,546
2012,2312000,1,1,1587,56,101,168,8,237,372,83,562
2013,2313000,1,1,1519,53,92,181,5,212,362,118,496
2014,2314000,1,1,1642,37,99,152,7,250,388,106,603
2015,2315000,1,1,1518,23,92,180,2,248,368,108,497
2016,2316000,1,1,1552,24,102,184,7,238,351,100,546
2017,2317000,1,1,1604,27,96,164,11,267,347,76,616
2018,2318000,1,1,1527,27,81,168,7,262,298,85,599
2019,2319000,1,1,1717,53,91,219,3,240,423,109,579
2020,2320000,1,1,1726,46,88,182,2,262,448,86,612
2021,2321000,1,1,1509,35,91,176,4,230,349,99,525
2022,2322000,1,1,1631,38,95,192,5,252,387,99,563
2023,2323000,1,1,1516,48,94,168,3,224,345,109,525
2024,2324000,1,1,1608,25,96,191,1,245,367,102,581
2025,2325000,1,1,1607,30,102,179,6,235,379,104,572
2026,2326000,1,1,2014,15,106,186,4,247,590,101,765
2027,2327000,1,1,2107,17,95,185,1,251,673,96,789
2028,2328000,1,1,1475,39,96,184,6,222,340,111,477
2029,2329000,1,1,1712,34,115,182,1,270,464,89,557
2030,2330000,1,1,1636,65,100,215,3,234,337,101,581
2031,2331000,1,1,1600,47,103,147,4,249,360,86,604
2032,2332000,1,1,1687,41,107,171,7,245,429,102,585
2033,2333000,1,1,1726,25,84,190,7,243,426,101,650
2034,2334000,1,1,1573,36,87,164,2,263,375,77,569
2035,2335000,1,1,1527,51,104,139,16,235,336,83,563
2036,2336000,1,1,1624,8,101,194,0,216,411,110,584
2037,2337000,1,1,1666,29,96,204,7,223,399,102,606
2038,2338000,1,1,1653,28,90,179,4,245,392,93,622
2039,2339000,1,1,1552,37,107,182,1,254,332,103,536
2040,2340000,1,1,1810,22,99,206,2,223,502,114,642
2041,2341000,1,1,1766,59,88,155,11,276,460,88,629
2042,2342000,1,1,1526,46,85,168,8,249,327,100,543
2043,2343000,1,1,1531,32,98,187,4,255,319,87,549
2044,2344000,1,1,1723,33,94,204,2,227,414,109,640
2045,2345000,1,1,1513,45,94,129,14,272,347,82,530
2046,2346000,1,1,1710,47,90,159,4,255,432,92,631
2047,2347000,1,1,1592,9,100,173,5,231,416,98,560
2048,2348000,1,1,1551,27,82,177,4,261,388,101,511
2049,2349000,1,1,1736,32,94,147,5,255,466,92,645
2050,2350000,1,1,1649,50,95,166,4,279,378,98,579
2051,2351000,1,1,1692,25,106,184,10,258,392,103,614
2052,2352000,1,1,1623,29,93,176,4,233,395,109,584
2053,2353000,1,1,1486,37,89,133,7,245,345,93,537
2054,2354000,1,1,1814,25,106,176,6,269,470,99,663
2055,2355000,1,1,1710,52,102,169,2,281,392,80,632
2056,2356000,1,1,1540,43,95,192,3,238,360,96,513
2057,2357000,1,1,1662,63,80,165,5,265,416,78,590
2058,2358000,1,1,1581,32,80,164,10,253,398,84,560
2059,2359000,1,1,1611,16,95,208,1,242,370,102,577
2060,2360000,1,1,1531,32,97,206,5,245,343,100,503
2061,2361000,1,1,1609,23,107,192,3,259,407,89,529
2062,2362000,1,1,1728,36,103,158,4,245,437,96,649
2063,2363000,1,1,1698,44,107,193,3,255,395,87,614
2064,2364000,1,1,1610,56,102,190,2,245,371,99,545
2065,2365000,1,1,1555,53,98,173,5,249,315,99,563
2066,2366000,1,1,1819,15,100,172,2,238,535,95,662
2067,2367000,1,1,1667,43,99,138,6,263,404,83,631
2068,2368000,1,1,1737,30,109,168,6,266,446,81,631
2069,2369000,1,1,1645,46,91,187,3,253,408,84,573
2070,2370000,1,1,1699,15,106,200,1,243,440,118,576
2071,2371000,1,1,1603,2,88,176,7,233,414,116,567
2072,2372000,1,1,1587,27,81,204,3,222,364,117,569
2073,2373000,1,1,1684,34,99,183,3,253,426,83,603
2074,2374000,1,1,1767,35,100,206,3,225,445,113,640
2075,2375000,1,1,1517,39,96,191,3,254,313,79,542
2076,2376000,1,1,1579,12,102,202,8,226,386,126,517
2077,2377000,1,1,1638,34,111,175,7,258,402,95,556
2078,2378000,1,1,1604,24,103,189,2,246,401,100,539
2079,2379000,1,1,1623,32,116,207,2,230,396,95,545
2080,2380000,1,1,1748,43,107,213,14,228,426,107,610
2081,2381000,1,1,1540,15,101,196,5,231,346,118,528
2082,2382000,1,1,1752,40,102,193,2,238,461,112,604
2083,2383000,1,1,1650,62,112,166,7,268,400,92,543
2084,2384000,1,1,1693,26,90,156,3,266,482,88,582
2085,2385000,1,1,1498,12,87,178,5,255,360,93,508
2086,2386000,1,1,1606,41,98,181,4,268,341,91,582
2087,2387000,1,1,1588,48,77,151,12,266,363,81,590
2088,2388000,1,1,1609,31,103,149,3,264,387,82,590
2089,2389000,1,1,1683,30,97,166,6,240,418,102,624
2090,2390000,1,1,1681,20,92,162,4,262,431,91,619
2091,2391000,1,1,1673,67,103,171,3,279,408,81,561
2092,2392000,1,1,1589,23,108,167,8,258,394,87,544
2093,2393000,1,1,1552,47,92,162,10,244,356,87,554
2094,2394000,1,1,1698,33,112,191,8,215,437,119,583
2095,2395000,1,1,1531,61,90,149,9,253,338,92,539
2096,2396000,1,1,1677,43,112,184,2,277,415,77,567
2097,2397000,1,1,1591,64,92,201,1,238,351,107,537
2098,2398000,1,1,1780,24,88,202,6,221,469,111,659
2099,2399000,1,1,1678,43,122,162,5,254,384,104,604
2100,2400000,1,1,1663,6,103,180,1,249,432,91,601
2101,2401000,1,1,1463,56,96,170,3,229,306,108,495
2102,2402000,1,1,1555,22,94,187,2,252,370,93,535
2103,2403000,1,1,1533,42,91,169,3,251,362,85,530
2104,2404000,1,1,1543,46,109,195,7,273,312,94,507
2105,2405000,1,1,1713,36,106,202,9,245,403,121,591
2106,2406000,1,1,1741,42,93,194,3,249,401,112,647
2107,2407000,1,1,1682,74,93,202,14,244,345,101,609
2108,2408000,1,1,1687,33,88,189,7,238,396,102,634
2109,2409000,1,1,1467,30,84,204,8,246,260,122,513
2110,2410000,1,1,1633,42,89,189,6,262,365,90,590
2111,2411000,1,1,1692,51,106,169,2,250,364,95,655
2112,2412000,1,1,1637,38,83,187,8,273,385,96,567
2113,2413000,1,1,1647,58,102,159,5,240,380,106,597
2114,2414000,1,1,1636,31,98,193,2,247,371,102,592
2115,2415000,1,1,1737,36,106,232,2,239,389,121,612
2116,2416000,1,1,1580,22,83,172,5,262,372,99,565
2117,2417000,1,1,1770,33,96,188,5,258,472,96,622
2118,2418000,1,1,1610,46,107,193,6,252,368,88,550
2119,2419000,1,1,1531,15,103,204,8,235,339,116,511
2120,2420000,1,1,1648,49,106,198,3,233,394,105,560
2121,2421000,1,1,1673,24,110,214,3,242,389,107,584
2122,2422000,1,1,1679,34,108,180,5,263,406,88,595
2123,2423000,1,1,1719,37,91,172,4,268,460,100,587
2124,2424000,1,1,1732,44,102,196,8,233,442,119,588
2125,2425000,1,1,1638,38,98,157,4,253,433,100,555
2126,2426000,1,1,1559,36,90,205,3,240,353,102,530
2127,2427000,1,1,1564,43,108,150,4,261,352,95,551
2128,2428000,1,1,1715,32,94,228,2,237,428,114,580
2129,2429000,1,1,1601,27,68,247,2,243,328,116,570
2130,2430000,1,1,1546,28,104,167,8,275,343,83,538
